"","X.query","GOs","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"3828","Montipora_capitata_HIv3___RNAseq.g23707.t1","GO:0007193","adenylate cyclase-inhibiting G protein-coupled rece...",53,22,6.63,4.7e-05,"Biological Processes",0.415094339622642
"3829","Montipora_capitata_HIv3___RNAseq.g23707.t1","GO:0007268","chemical synaptic transmission",523,108,65.47,0.00013,"Biological Processes",0.206500956022945
"3830","Montipora_capitata_HIv3___RNAseq.g37029.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3831","Montipora_capitata_HIv3___RNAseq.g37029.t1","GO:0007268","chemical synaptic transmission",523,108,65.47,0.00013,"Biological Processes",0.206500956022945
"3832","Montipora_capitata_HIv3___RNAseq.g37029.t1","GO:0060259","regulation of feeding behavior",66,20,8.26,1.7e-05,"Biological Processes",0.303030303030303
"3833","Montipora_capitata_HIv3___RNAseq.g37029.t1","GO:1902476","chloride transmembrane transport",63,23,7.89,9e-07,"Biological Processes",0.365079365079365
"3834","Montipora_capitata_HIv3___RNAseq.g30963.t1","GO:0007186","G protein-coupled receptor signaling pathway",369,117,46.19,7.3e-08,"Biological Processes",0.317073170731707
"3835","Montipora_capitata_HIv3___RNAseq.g30963.t1","GO:0009582","detection of abiotic stimulus",159,41,19.9,3e-06,"Biological Processes",0.257861635220126
"3836","Montipora_capitata_HIv3___RNAseq.g15292.t1","GO:0007268","chemical synaptic transmission",523,108,65.47,0.00013,"Biological Processes",0.206500956022945
"3837","Montipora_capitata_HIv3___RNAseq.g7775.t1","GO:0018108","peptidyl-tyrosine phosphorylation",194,37,24.28,4.6e-05,"Biological Processes",0.190721649484536
"3838","Montipora_capitata_HIv3___RNAseq.g19165.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3839","Montipora_capitata_HIv3___RNAseq.g27684.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3840","Montipora_capitata_HIv3___RNAseq.g25497.t1","GO:0001101","response to acid chemical",314,56,39.31,2.4e-05,"Biological Processes",0.178343949044586
"3841","Montipora_capitata_HIv3___RNAseq.g25497.t1","GO:0002687","positive regulation of leukocyte migration",45,16,5.63,7.2e-09,"Biological Processes",0.355555555555556
"3842","Montipora_capitata_HIv3___RNAseq.g25497.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3843","Montipora_capitata_HIv3___RNAseq.g25497.t1","GO:0007204","positive regulation of cytosolic calcium ion concen...",145,41,18.15,9.5e-08,"Biological Processes",0.282758620689655
"3844","Montipora_capitata_HIv3___RNAseq.g25497.t1","GO:0045778","positive regulation of ossification",74,27,9.26,2.3e-05,"Biological Processes",0.364864864864865
"3845","Montipora_capitata_HIv3___RNAseq.g25497.t1","GO:0051480","regulation of cytosolic calcium ion concentration",174,59,21.78,7.9e-13,"Biological Processes",0.339080459770115
"3846","Montipora_capitata_HIv3___RNAseq.g44168.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3847","Montipora_capitata_HIv3___RNAseq.g44168.t1","GO:0008306","associative learning",143,35,17.9,0.00014,"Biological Processes",0.244755244755245
"3848","Montipora_capitata_HIv3___RNAseq.g44168.t1","GO:0009612","response to mechanical stimulus",212,50,26.54,2.7e-06,"Biological Processes",0.235849056603774
"3849","Montipora_capitata_HIv3___RNAseq.g44168.t1","GO:0042048","olfactory behavior",103,33,12.89,3.4e-05,"Biological Processes",0.320388349514563
"3850","Montipora_capitata_HIv3___RNAseq.g2602.t1b","GO:0007268","chemical synaptic transmission",523,108,65.47,0.00013,"Biological Processes",0.206500956022945
"3851","Montipora_capitata_HIv3___TS.g26667.t4","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3852","Montipora_capitata_HIv3___RNAseq.g39648.t1","GO:0007186","G protein-coupled receptor signaling pathway",369,117,46.19,7.3e-08,"Biological Processes",0.317073170731707
"3853","Montipora_capitata_HIv3___RNAseq.g39648.t1","GO:0007187","G protein-coupled receptor signaling pathway, coupl...",87,28,10.89,1.2e-06,"Biological Processes",0.32183908045977
"3854","Montipora_capitata_HIv3___TS.g47548.t2","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3855","Montipora_capitata_HIv3___TS.g47548.t2","GO:0007268","chemical synaptic transmission",523,108,65.47,0.00013,"Biological Processes",0.206500956022945
"3856","Montipora_capitata_HIv3___TS.g47548.t2","GO:0060259","regulation of feeding behavior",66,20,8.26,1.7e-05,"Biological Processes",0.303030303030303
"3857","Montipora_capitata_HIv3___TS.g47548.t2","GO:1902476","chloride transmembrane transport",63,23,7.89,9e-07,"Biological Processes",0.365079365079365
"3858","Montipora_capitata_HIv3___RNAseq.g21631.t1","GO:0007631","feeding behavior",145,43,18.15,6.6e-06,"Biological Processes",0.296551724137931
"3859","Montipora_capitata_HIv3___RNAseq.g22713.t1","GO:0007186","G protein-coupled receptor signaling pathway",369,117,46.19,7.3e-08,"Biological Processes",0.317073170731707
"3860","Montipora_capitata_HIv3___RNAseq.g22713.t1","GO:0007187","G protein-coupled receptor signaling pathway, coupl...",87,28,10.89,1.2e-06,"Biological Processes",0.32183908045977
"3861","Montipora_capitata_HIv3___RNAseq.g22713.t1","GO:0008306","associative learning",143,35,17.9,0.00014,"Biological Processes",0.244755244755245
"3862","Montipora_capitata_HIv3___RNAseq.g22713.t1","GO:0046717","acid secretion",65,22,8.14,9.2e-05,"Biological Processes",0.338461538461538
"3863","Montipora_capitata_HIv3___RNAseq.g22713.t1","GO:0060359","response to ammonium ion",138,43,17.27,6e-06,"Biological Processes",0.311594202898551
"3864","Montipora_capitata_HIv3___RNAseq.g41394.t1","GO:0001101","response to acid chemical",314,56,39.31,2.4e-05,"Biological Processes",0.178343949044586
"3865","Montipora_capitata_HIv3___RNAseq.g30067.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3866","Montipora_capitata_HIv3___TS.g40595.t3","GO:0007268","chemical synaptic transmission",523,108,65.47,0.00013,"Biological Processes",0.206500956022945
"3867","Montipora_capitata_HIv3___TS.g40595.t3","GO:0032230","positive regulation of synaptic transmission, GABAe...",18,9,2.25,0.00012,"Biological Processes",0.5
"3868","Montipora_capitata_HIv3___TS.g40595.t3","GO:0046677","response to antibiotic",351,61,43.94,0.00024,"Biological Processes",0.173789173789174
"3869","Montipora_capitata_HIv3___TS.g40595.t3","GO:0050796","regulation of insulin secretion",138,29,17.27,0.00015,"Biological Processes",0.210144927536232
"3870","Montipora_capitata_HIv3___RNAseq.g37459.t1","GO:0001101","response to acid chemical",314,56,39.31,2.4e-05,"Biological Processes",0.178343949044586
"3871","Montipora_capitata_HIv3___RNAseq.g7619.t1","GO:0042538","hyperosmotic salinity response",22,8,2.75,1.4e-05,"Biological Processes",0.363636363636364
"3872","Montipora_capitata_HIv3___RNAseq.g42020.t1","GO:0008039","synaptic target recognition",32,13,4.01,0.00022,"Biological Processes",0.40625
"3873","Montipora_capitata_HIv3___RNAseq.g42020.t1","GO:0032223","negative regulation of synaptic transmission, choli...",8,6,1,8.5e-05,"Biological Processes",0.75
"3874","Montipora_capitata_HIv3___RNAseq.g42020.t1","GO:0050805","negative regulation of synaptic transmission",84,33,10.52,1.3e-09,"Biological Processes",0.392857142857143
"3875","Montipora_capitata_HIv3___TS.g2303.t2","GO:0006836","neurotransmitter transport",245,51,30.67,8.8e-06,"Biological Processes",0.208163265306122
"3876","Montipora_capitata_HIv3___TS.g2303.t2","GO:0043058","regulation of backward locomotion",19,11,2.38,3.3e-06,"Biological Processes",0.578947368421053
"3877","Montipora_capitata_HIv3___RNAseq.g15019.t1","GO:0001101","response to acid chemical",314,56,39.31,2.4e-05,"Biological Processes",0.178343949044586
"3878","Montipora_capitata_HIv3___RNAseq.g47133.t1","GO:0006836","neurotransmitter transport",245,51,30.67,8.8e-06,"Biological Processes",0.208163265306122
"3879","Montipora_capitata_HIv3___RNAseq.g47133.t1","GO:0035725","sodium ion transmembrane transport",117,29,14.65,9.9e-05,"Biological Processes",0.247863247863248
"3880","Montipora_capitata_HIv3___RNAseq.g7324.t2","GO:0046677","response to antibiotic",351,61,43.94,0.00024,"Biological Processes",0.173789173789174
"3881","Montipora_capitata_HIv3___RNAseq.g4742.t1","GO:0001101","response to acid chemical",314,56,39.31,2.4e-05,"Biological Processes",0.178343949044586
"3882","Montipora_capitata_HIv3___RNAseq.g4742.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3883","Montipora_capitata_HIv3___RNAseq.g4742.t1","GO:0009582","detection of abiotic stimulus",159,41,19.9,3e-06,"Biological Processes",0.257861635220126
"3884","Montipora_capitata_HIv3___RNAseq.g4742.t1","GO:0009612","response to mechanical stimulus",212,50,26.54,2.7e-06,"Biological Processes",0.235849056603774
"3885","Montipora_capitata_HIv3___RNAseq.g4742.t1","GO:0014910","regulation of smooth muscle cell migration",56,12,7.01,4e-05,"Biological Processes",0.214285714285714
"3886","Montipora_capitata_HIv3___RNAseq.g4742.t1","GO:0046677","response to antibiotic",351,61,43.94,0.00024,"Biological Processes",0.173789173789174
"3887","Montipora_capitata_HIv3___RNAseq.g4742.t1","GO:0046717","acid secretion",65,22,8.14,9.2e-05,"Biological Processes",0.338461538461538
"3888","Montipora_capitata_HIv3___RNAseq.g4742.t1","GO:0060359","response to ammonium ion",138,43,17.27,6e-06,"Biological Processes",0.311594202898551
"3889","Montipora_capitata_HIv3___RNAseq.g28461.t1","GO:0014910","regulation of smooth muscle cell migration",56,12,7.01,4e-05,"Biological Processes",0.214285714285714
"3890","Montipora_capitata_HIv3___RNAseq.g28461.t1","GO:0035023","regulation of Rho protein signal transduction",72,19,9.01,0.00016,"Biological Processes",0.263888888888889
"3891","Montipora_capitata_HIv3___RNAseq.g46319.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3892","Montipora_capitata_HIv3___TS.g50848.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3893","Montipora_capitata_HIv3___TS.g50848.t1","GO:0007268","chemical synaptic transmission",523,108,65.47,0.00013,"Biological Processes",0.206500956022945
"3894","Montipora_capitata_HIv3___RNAseq.g39023.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3895","Montipora_capitata_HIv3___RNAseq.g26512.t1","GO:0046677","response to antibiotic",351,61,43.94,0.00024,"Biological Processes",0.173789173789174
"3896","Montipora_capitata_HIv3___RNAseq.g46132.t1","GO:0001101","response to acid chemical",314,56,39.31,2.4e-05,"Biological Processes",0.178343949044586
"3897","Montipora_capitata_HIv3___RNAseq.g46132.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3898","Montipora_capitata_HIv3___RNAseq.g46132.t1","GO:0009612","response to mechanical stimulus",212,50,26.54,2.7e-06,"Biological Processes",0.235849056603774
"3899","Montipora_capitata_HIv3___RNAseq.g46132.t1","GO:0045777","positive regulation of blood pressure",24,14,3,6.3e-08,"Biological Processes",0.583333333333333
"3900","Montipora_capitata_HIv3___RNAseq.g37130.t1","GO:1902476","chloride transmembrane transport",63,23,7.89,9e-07,"Biological Processes",0.365079365079365
"3901","Montipora_capitata_HIv3___RNAseq.g4383.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3902","Montipora_capitata_HIv3___RNAseq.g20450.t1","GO:0001101","response to acid chemical",314,56,39.31,2.4e-05,"Biological Processes",0.178343949044586
"3903","Montipora_capitata_HIv3___TS.g37600.t1","GO:0002455","humoral immune response mediated by circulating imm...",18,9,2.25,4e-05,"Biological Processes",0.5
"3904","Montipora_capitata_HIv3___RNAseq.g15864.t1","GO:0050796","regulation of insulin secretion",138,29,17.27,0.00015,"Biological Processes",0.210144927536232
"3905","Montipora_capitata_HIv3___RNAseq.49271_t","GO:0007186","G protein-coupled receptor signaling pathway",369,117,46.19,7.3e-08,"Biological Processes",0.317073170731707
"3906","Montipora_capitata_HIv3___RNAseq.49271_t","GO:0007200","phospholipase C-activating G protein-coupled recept...",58,28,7.26,1e-10,"Biological Processes",0.482758620689655
"3907","Montipora_capitata_HIv3___RNAseq.49271_t","GO:0007218","neuropeptide signaling pathway",53,31,6.63,2.1e-15,"Biological Processes",0.584905660377358
"3908","Montipora_capitata_HIv3___RNAseq.49271_t","GO:0007268","chemical synaptic transmission",523,108,65.47,0.00013,"Biological Processes",0.206500956022945
"3909","Montipora_capitata_HIv3___RNAseq.49271_t","GO:0007631","feeding behavior",145,43,18.15,6.6e-06,"Biological Processes",0.296551724137931
"3910","Montipora_capitata_HIv3___RNAseq.49271_t","GO:0010840","regulation of circadian sleep/wake cycle, wakefulne...",10,7,1.25,4e-05,"Biological Processes",0.7
"3911","Montipora_capitata_HIv3___RNAseq.49271_t","GO:0042749","regulation of circadian sleep/wake cycle",71,34,8.89,4.8e-07,"Biological Processes",0.47887323943662
"3912","Montipora_capitata_HIv3___RNAseq.49271_t","GO:0051480","regulation of cytosolic calcium ion concentration",174,59,21.78,7.9e-13,"Biological Processes",0.339080459770115
"3913","Montipora_capitata_HIv3___RNAseq.g21023.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3914","Montipora_capitata_HIv3___RNAseq.g19756.t1","GO:0007186","G protein-coupled receptor signaling pathway",369,117,46.19,7.3e-08,"Biological Processes",0.317073170731707
"3915","Montipora_capitata_HIv3___RNAseq.g20250.t1","GO:0009582","detection of abiotic stimulus",159,41,19.9,3e-06,"Biological Processes",0.257861635220126
"3916","Montipora_capitata_HIv3___RNAseq.g20250.t1","GO:0009612","response to mechanical stimulus",212,50,26.54,2.7e-06,"Biological Processes",0.235849056603774
"3917","Montipora_capitata_HIv3___RNAseq.g20250.t1","GO:1902476","chloride transmembrane transport",63,23,7.89,9e-07,"Biological Processes",0.365079365079365
"3918","Montipora_capitata_HIv3___RNAseq.g46311.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3919","Montipora_capitata_HIv3___RNAseq.g15011.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3920","Montipora_capitata_HIv3___TS.g6942.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3921","Montipora_capitata_HIv3___TS.g3619.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3922","Montipora_capitata_HIv3___TS.g3619.t1","GO:0007186","G protein-coupled receptor signaling pathway",369,117,46.19,7.3e-08,"Biological Processes",0.317073170731707
"3923","Montipora_capitata_HIv3___RNAseq.g39613.t1b","GO:0050796","regulation of insulin secretion",138,29,17.27,0.00015,"Biological Processes",0.210144927536232
"3924","Montipora_capitata_HIv3___RNAseq.g20944.t1","GO:0001101","response to acid chemical",314,56,39.31,2.4e-05,"Biological Processes",0.178343949044586
"3925","Montipora_capitata_HIv3___RNAseq.g20944.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3926","Montipora_capitata_HIv3___RNAseq.g20944.t1","GO:0007204","positive regulation of cytosolic calcium ion concen...",145,41,18.15,9.5e-08,"Biological Processes",0.282758620689655
"3927","Montipora_capitata_HIv3___RNAseq.g20944.t1","GO:0007268","chemical synaptic transmission",523,108,65.47,0.00013,"Biological Processes",0.206500956022945
"3928","Montipora_capitata_HIv3___RNAseq.g20944.t1","GO:0007618","mating",128,36,16.02,1.5e-06,"Biological Processes",0.28125
"3929","Montipora_capitata_HIv3___RNAseq.g20944.t1","GO:0007631","feeding behavior",145,43,18.15,6.6e-06,"Biological Processes",0.296551724137931
"3930","Montipora_capitata_HIv3___RNAseq.g20944.t1","GO:0008306","associative learning",143,35,17.9,0.00014,"Biological Processes",0.244755244755245
"3931","Montipora_capitata_HIv3___RNAseq.g20944.t1","GO:0019722","calcium-mediated signaling",141,29,17.65,0.00025,"Biological Processes",0.205673758865248
"3932","Montipora_capitata_HIv3___RNAseq.g20944.t1","GO:0042048","olfactory behavior",103,33,12.89,3.4e-05,"Biological Processes",0.320388349514563
"3933","Montipora_capitata_HIv3___RNAseq.g20944.t1","GO:0043278","response to morphine",37,16,4.63,3.2e-06,"Biological Processes",0.432432432432432
"3934","Montipora_capitata_HIv3___RNAseq.g20944.t1","GO:0046677","response to antibiotic",351,61,43.94,0.00024,"Biological Processes",0.173789173789174
"3935","Montipora_capitata_HIv3___RNAseq.g20944.t1","GO:0051480","regulation of cytosolic calcium ion concentration",174,59,21.78,7.9e-13,"Biological Processes",0.339080459770115
"3936","Montipora_capitata_HIv3___RNAseq.g20944.t1","GO:0060359","response to ammonium ion",138,43,17.27,6e-06,"Biological Processes",0.311594202898551
"3937","Montipora_capitata_HIv3___RNAseq.g20944.t1","GO:0072347","response to anesthetic",92,26,11.52,3.9e-05,"Biological Processes",0.282608695652174
"3938","Montipora_capitata_HIv3___TS.g23363.t1c","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3939","Montipora_capitata_HIv3___TS.g23363.t1a","GO:0018108","peptidyl-tyrosine phosphorylation",194,37,24.28,4.6e-05,"Biological Processes",0.190721649484536
"3940","Montipora_capitata_HIv3___TS.g8646.t2","GO:0009582","detection of abiotic stimulus",159,41,19.9,3e-06,"Biological Processes",0.257861635220126
"3941","Montipora_capitata_HIv3___TS.g8646.t2","GO:0019722","calcium-mediated signaling",141,29,17.65,0.00025,"Biological Processes",0.205673758865248
"3942","Montipora_capitata_HIv3___RNAseq.g50233.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3943","Montipora_capitata_HIv3___RNAseq.g35126.t1","GO:0007631","feeding behavior",145,43,18.15,6.6e-06,"Biological Processes",0.296551724137931
"3944","Montipora_capitata_HIv3___RNAseq.g35126.t1","GO:0008306","associative learning",143,35,17.9,0.00014,"Biological Processes",0.244755244755245
"3945","Montipora_capitata_HIv3___RNAseq.g35126.t1","GO:0042048","olfactory behavior",103,33,12.89,3.4e-05,"Biological Processes",0.320388349514563
"3946","Montipora_capitata_HIv3___TS.g9836.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3947","Montipora_capitata_HIv3___TS.g9836.t1","GO:0045778","positive regulation of ossification",74,27,9.26,2.3e-05,"Biological Processes",0.364864864864865
"3948","Montipora_capitata_HIv3___RNAseq.g4594.t1","GO:0006836","neurotransmitter transport",245,51,30.67,8.8e-06,"Biological Processes",0.208163265306122
"3949","Montipora_capitata_HIv3___RNAseq.g4594.t1","GO:0007186","G protein-coupled receptor signaling pathway",369,117,46.19,7.3e-08,"Biological Processes",0.317073170731707
"3950","Montipora_capitata_HIv3___RNAseq.g4594.t1","GO:0007268","chemical synaptic transmission",523,108,65.47,0.00013,"Biological Processes",0.206500956022945
"3951","Montipora_capitata_HIv3___RNAseq.g4594.t1","GO:0050796","regulation of insulin secretion",138,29,17.27,0.00015,"Biological Processes",0.210144927536232
"3952","Montipora_capitata_HIv3___TS.g10264.t1","GO:0006937","regulation of muscle contraction",110,36,13.77,3.9e-10,"Biological Processes",0.327272727272727
"3953","Montipora_capitata_HIv3___TS.g10264.t1","GO:0007186","G protein-coupled receptor signaling pathway",369,117,46.19,7.3e-08,"Biological Processes",0.317073170731707
"3954","Montipora_capitata_HIv3___TS.g10264.t1","GO:0007187","G protein-coupled receptor signaling pathway, coupl...",87,28,10.89,1.2e-06,"Biological Processes",0.32183908045977
"3955","Montipora_capitata_HIv3___TS.g10264.t1","GO:0007193","adenylate cyclase-inhibiting G protein-coupled rece...",53,22,6.63,4.7e-05,"Biological Processes",0.415094339622642
"3956","Montipora_capitata_HIv3___TS.g10264.t1","GO:0007204","positive regulation of cytosolic calcium ion concen...",145,41,18.15,9.5e-08,"Biological Processes",0.282758620689655
"3957","Montipora_capitata_HIv3___TS.g10264.t1","GO:0007218","neuropeptide signaling pathway",53,31,6.63,2.1e-15,"Biological Processes",0.584905660377358
"3958","Montipora_capitata_HIv3___TS.g10264.t1","GO:0007268","chemical synaptic transmission",523,108,65.47,0.00013,"Biological Processes",0.206500956022945
"3959","Montipora_capitata_HIv3___TS.g10264.t1","GO:0007631","feeding behavior",145,43,18.15,6.6e-06,"Biological Processes",0.296551724137931
"3960","Montipora_capitata_HIv3___TS.g10264.t1","GO:0042749","regulation of circadian sleep/wake cycle",71,34,8.89,4.8e-07,"Biological Processes",0.47887323943662
"3961","Montipora_capitata_HIv3___TS.g10264.t1","GO:0045188","regulation of circadian sleep/wake cycle, non-REM s...",20,12,2.5,1.8e-05,"Biological Processes",0.6
"3962","Montipora_capitata_HIv3___TS.g10264.t1","GO:0045938","positive regulation of circadian sleep/wake cycle, ...",28,13,3.51,0.00022,"Biological Processes",0.464285714285714
"3963","Montipora_capitata_HIv3___TS.g10264.t1","GO:0050805","negative regulation of synaptic transmission",84,33,10.52,1.3e-09,"Biological Processes",0.392857142857143
"3964","Montipora_capitata_HIv3___TS.g10264.t1","GO:0051480","regulation of cytosolic calcium ion concentration",174,59,21.78,7.9e-13,"Biological Processes",0.339080459770115
"3965","Montipora_capitata_HIv3___TS.g10264.t1","GO:0051930","regulation of sensory perception of pain",45,25,5.63,1.5e-05,"Biological Processes",0.555555555555556
"3966","Montipora_capitata_HIv3___TS.g10264.t1","GO:0060259","regulation of feeding behavior",66,20,8.26,1.7e-05,"Biological Processes",0.303030303030303
"3967","Montipora_capitata_HIv3___RNAseq.g41801.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3968","Montipora_capitata_HIv3___RNAseq.g41801.t1","GO:0045778","positive regulation of ossification",74,27,9.26,2.3e-05,"Biological Processes",0.364864864864865
"3969","Montipora_capitata_HIv3___RNAseq.g147.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3970","Montipora_capitata_HIv3___RNAseq.g24575.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3971","Montipora_capitata_HIv3___RNAseq.g24575.t1","GO:0018108","peptidyl-tyrosine phosphorylation",194,37,24.28,4.6e-05,"Biological Processes",0.190721649484536
"3972","Montipora_capitata_HIv3___TS.g11308.t1","GO:0032570","response to progesterone",43,14,5.38,0.00025,"Biological Processes",0.325581395348837
"3973","Montipora_capitata_HIv3___RNAseq.g34927.t1","GO:0001101","response to acid chemical",314,56,39.31,2.4e-05,"Biological Processes",0.178343949044586
"3974","Montipora_capitata_HIv3___RNAseq.g23293.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3975","Montipora_capitata_HIv3___RNAseq.g5265.t2","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3976","Montipora_capitata_HIv3___RNAseq.g5265.t2","GO:0018108","peptidyl-tyrosine phosphorylation",194,37,24.28,4.6e-05,"Biological Processes",0.190721649484536
"3977","Montipora_capitata_HIv3___RNAseq.g668.t1","GO:0009582","detection of abiotic stimulus",159,41,19.9,3e-06,"Biological Processes",0.257861635220126
"3978","Montipora_capitata_HIv3___RNAseq.g668.t1","GO:0009612","response to mechanical stimulus",212,50,26.54,2.7e-06,"Biological Processes",0.235849056603774
"3979","Montipora_capitata_HIv3___RNAseq.g668.t1","GO:0035725","sodium ion transmembrane transport",117,29,14.65,9.9e-05,"Biological Processes",0.247863247863248
"3980","Montipora_capitata_HIv3___RNAseq.g668.t1","GO:0042538","hyperosmotic salinity response",22,8,2.75,1.4e-05,"Biological Processes",0.363636363636364
"3981","Montipora_capitata_HIv3___RNAseq.g668.t1","GO:1902476","chloride transmembrane transport",63,23,7.89,9e-07,"Biological Processes",0.365079365079365
"3982","Montipora_capitata_HIv3___RNAseq.24194_t","GO:0001101","response to acid chemical",314,56,39.31,2.4e-05,"Biological Processes",0.178343949044586
"3983","Montipora_capitata_HIv3___RNAseq.24194_t","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"3984","Montipora_capitata_HIv3___RNAseq.24194_t","GO:0007204","positive regulation of cytosolic calcium ion concen...",145,41,18.15,9.5e-08,"Biological Processes",0.282758620689655
"3985","Montipora_capitata_HIv3___RNAseq.24194_t","GO:0007268","chemical synaptic transmission",523,108,65.47,0.00013,"Biological Processes",0.206500956022945
"3986","Montipora_capitata_HIv3___RNAseq.24194_t","GO:0007618","mating",128,36,16.02,1.5e-06,"Biological Processes",0.28125
"3987","Montipora_capitata_HIv3___RNAseq.24194_t","GO:0007631","feeding behavior",145,43,18.15,6.6e-06,"Biological Processes",0.296551724137931
"3988","Montipora_capitata_HIv3___RNAseq.24194_t","GO:0008306","associative learning",143,35,17.9,0.00014,"Biological Processes",0.244755244755245
"3989","Montipora_capitata_HIv3___RNAseq.24194_t","GO:0019722","calcium-mediated signaling",141,29,17.65,0.00025,"Biological Processes",0.205673758865248
"3990","Montipora_capitata_HIv3___RNAseq.24194_t","GO:0042048","olfactory behavior",103,33,12.89,3.4e-05,"Biological Processes",0.320388349514563
"3991","Montipora_capitata_HIv3___RNAseq.24194_t","GO:0043278","response to morphine",37,16,4.63,3.2e-06,"Biological Processes",0.432432432432432
"3992","Montipora_capitata_HIv3___RNAseq.24194_t","GO:0046677","response to antibiotic",351,61,43.94,0.00024,"Biological Processes",0.173789173789174
"3993","Montipora_capitata_HIv3___RNAseq.24194_t","GO:0051480","regulation of cytosolic calcium ion concentration",174,59,21.78,7.9e-13,"Biological Processes",0.339080459770115
"3994","Montipora_capitata_HIv3___RNAseq.24194_t","GO:0060359","response to ammonium ion",138,43,17.27,6e-06,"Biological Processes",0.311594202898551
"3995","Montipora_capitata_HIv3___RNAseq.24194_t","GO:0072347","response to anesthetic",92,26,11.52,3.9e-05,"Biological Processes",0.282608695652174
"3996","Montipora_capitata_HIv3___RNAseq.g21627.t1","GO:0007204","positive regulation of cytosolic calcium ion concen...",145,41,18.15,9.5e-08,"Biological Processes",0.282758620689655
"3997","Montipora_capitata_HIv3___RNAseq.g21627.t1","GO:0019722","calcium-mediated signaling",141,29,17.65,0.00025,"Biological Processes",0.205673758865248
"3998","Montipora_capitata_HIv3___RNAseq.g21627.t1","GO:0051480","regulation of cytosolic calcium ion concentration",174,59,21.78,7.9e-13,"Biological Processes",0.339080459770115
"3999","Montipora_capitata_HIv3___RNAseq.g38862.t1","GO:0001101","response to acid chemical",314,56,39.31,2.4e-05,"Biological Processes",0.178343949044586
"4000","Montipora_capitata_HIv3___RNAseq.g38862.t1","GO:0007166","cell surface receptor signaling pathway",1472,209,184.26,2.9e-09,"Biological Processes",0.141983695652174
"4001","Montipora_capitata_HIv3___RNAseq.g38862.t1","GO:0009612","response to mechanical stimulus",212,50,26.54,2.7e-06,"Biological Processes",0.235849056603774
