"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","X","gene","moduleColor","hpf_1","hpf_4","hpf_9","hpf_14","hpf_22","hpf_28","hpf_48","hpf_72","hpf_1.1","hpf_4.1","hpf_9.1","hpf_14.1","hpf_22.1","hpf_28.1","hpf_48.1","hpf_72.1","category","timepoint","count","mean","sd","se","mirna_zscore","mrna_mean_zscore","mrna_sd_zscore","mrna_se_zscore"
"451","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g47515.t1",0.760629101489888,0.0284278144981772,0.154192448020443,155,-20.38,"2 21","865 892",24,"66.67%","70.83%","V9335","V9335","red",-0.0614832940887294,-0.48894574813789,-0.223075840163925,0.137702134553774,0.140928385403192,0.323506570094543,0.432990795354048,-0.261623003015014,0.738167613988734,0.00451535733496751,0.219733166609967,0.452315423452624,0.441688440070295,0.070896630640213,0.0133106584085377,0.148061312327037,"MZT1","9_hpf",0,8.33308279524297,0.128323040813774,0.0641615204068871,-0.472739770788518,0.229489809322276,-0.817403998429489,-0.817403998429489
"452","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g47515.t1",0.760629101489888,0.0284278144981772,0.154192448020443,155,-20.38,"2 21","865 892",24,"66.67%","70.83%","V9335","V9335","red",-0.0614832940887294,-0.48894574813789,-0.223075840163925,0.137702134553774,0.140928385403192,0.323506570094543,0.432990795354048,-0.261623003015014,0.738167613988734,0.00451535733496751,0.219733166609967,0.452315423452624,0.441688440070295,0.070896630640213,0.0133106584085377,0.148061312327037,"MZT1","14_hpf",4466.59,8.79302989087892,0.0516235512723388,0.0258117756361694,-0.243450747741103,0.423864485186207,-1.06616806810403,-1.06616806810403
"453","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g47515.t1",0.760629101489888,0.0284278144981772,0.154192448020443,155,-20.38,"2 21","865 892",24,"66.67%","70.83%","V9335","V9335","red",-0.0614832940887294,-0.48894574813789,-0.223075840163925,0.137702134553774,0.140928385403192,0.323506570094543,0.432990795354048,-0.261623003015014,0.738167613988734,0.00451535733496751,0.219733166609967,0.452315423452624,0.441688440070295,0.070896630640213,0.0133106584085377,0.148061312327037,"MZT1","22_hpf",5104.34,8.7831310049866,0.605265972330226,0.302632986165113,-0.210712333324627,0.419681193770761,0.729493710484754,0.729493710484754
"454","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g47515.t1",0.760629101489888,0.0284278144981772,0.154192448020443,155,-20.38,"2 21","865 892",24,"66.67%","70.83%","V9335","V9335","red",-0.0614832940887294,-0.48894574813789,-0.223075840163925,0.137702134553774,0.140928385403192,0.323506570094543,0.432990795354048,-0.261623003015014,0.738167613988734,0.00451535733496751,0.219733166609967,0.452315423452624,0.441688440070295,0.070896630640213,0.0133106584085377,0.148061312327037,"MZT1","28_hpf",4394.32,9.01823592078342,0.300222091687644,0.150111045843822,-0.2471606735896,0.519037059337949,-0.259873463034292,-0.259873463034292
"455","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g47515.t1",0.760629101489888,0.0284278144981772,0.154192448020443,155,-20.38,"2 21","865 892",24,"66.67%","70.83%","V9335","V9335","red",-0.0614832940887294,-0.48894574813789,-0.223075840163925,0.137702134553774,0.140928385403192,0.323506570094543,0.432990795354048,-0.261623003015014,0.738167613988734,0.00451535733496751,0.219733166609967,0.452315423452624,0.441688440070295,0.070896630640213,0.0133106584085377,0.148061312327037,"MZT1","48_hpf",5582.14,9.14940079789948,0.352297083632258,0.176148541816129,-0.186184831312566,0.574467631062541,-0.0909755081474767,-0.0909755081474767
"456","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g47515.t1",0.760629101489888,0.0284278144981772,0.154192448020443,155,-20.38,"2 21","865 892",24,"66.67%","70.83%","V9335","V9335","red",-0.0614832940887294,-0.48894574813789,-0.223075840163925,0.137702134553774,0.140928385403192,0.323506570094543,0.432990795354048,-0.261623003015014,0.738167613988734,0.00451535733496751,0.219733166609967,0.452315423452624,0.441688440070295,0.070896630640213,0.0133106584085377,0.148061312327037,"MZT1","72_hpf",3853.56,8.28200747252507,0.167795897444581,0.0838979487222906,-0.274920179634059,0.20790526320353,-0.689379307315287,-0.689379307315287
"457","Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___RNAseq.3107_t",-0.831959139943448,0.0104179101671673,0.101003571892176,173,-23.51,"2 18","938 957",16,"81.25%","100.00%","V9403","V9403","red",-0.535949824192426,-0.301425448020473,-0.323112465065606,0.0716457680703021,0.278056356749659,0.458238616305799,0.406881520453177,-0.0543345243004316,0.00156939984205378,0.0936345397639076,0.0712607262589703,0.696783342394271,0.123338276671281,0.00835166607550578,0.0208270958274056,0.767725014762987,"MZT1","1_hpf",4076.88,6.85972461486259,0.35029058368086,0.17514529184043,-0.263456216157011,-0.393154667532046,-0.0974833101771361,-0.0974833101771361
"458","Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___RNAseq.3107_t",-0.831959139943448,0.0104179101671673,0.101003571892176,173,-23.51,"2 18","938 957",16,"81.25%","100.00%","V9403","V9403","red",-0.535949824192426,-0.301425448020473,-0.323112465065606,0.0716457680703021,0.278056356749659,0.458238616305799,0.406881520453177,-0.0543345243004316,0.00156939984205378,0.0936345397639076,0.0712607262589703,0.696783342394271,0.123338276671281,0.00835166607550578,0.0208270958274056,0.767725014762987,"MZT1","4_hpf",2769.12,7.39239492920526,0.473231029856871,0.236615514928435,-0.330589087716856,-0.168046996073571,0.301256836611276,0.301256836611276
"459","Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___RNAseq.3107_t",-0.831959139943448,0.0104179101671673,0.101003571892176,173,-23.51,"2 18","938 957",16,"81.25%","100.00%","V9403","V9403","red",-0.535949824192426,-0.301425448020473,-0.323112465065606,0.0716457680703021,0.278056356749659,0.458238616305799,0.406881520453177,-0.0543345243004316,0.00156939984205378,0.0936345397639076,0.0712607262589703,0.696783342394271,0.123338276671281,0.00835166607550578,0.0208270958274056,0.767725014762987,"MZT1","9_hpf",1461.28,7.35354048205568,0.248932569768122,0.124466284884061,-0.397726066016259,-0.18446697272356,-0.426223855724574,-0.426223855724574
"460","Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___RNAseq.3107_t",-0.831959139943448,0.0104179101671673,0.101003571892176,173,-23.51,"2 18","938 957",16,"81.25%","100.00%","V9403","V9403","red",-0.535949824192426,-0.301425448020473,-0.323112465065606,0.0716457680703021,0.278056356749659,0.458238616305799,0.406881520453177,-0.0543345243004316,0.00156939984205378,0.0936345397639076,0.0712607262589703,0.696783342394271,0.123338276671281,0.00835166607550578,0.0208270958274056,0.767725014762987,"MZT1","14_hpf",171.79,8.17733978879937,0.290291573547329,0.145145786773665,-0.463921060929472,0.163672464930322,-0.292081710068675,-0.292081710068675
"461","Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___RNAseq.3107_t",-0.831959139943448,0.0104179101671673,0.101003571892176,173,-23.51,"2 18","938 957",16,"81.25%","100.00%","V9403","V9403","red",-0.535949824192426,-0.301425448020473,-0.323112465065606,0.0716457680703021,0.278056356749659,0.458238616305799,0.406881520453177,-0.0543345243004316,0.00156939984205378,0.0936345397639076,0.0712607262589703,0.696783342394271,0.123338276671281,0.00835166607550578,0.0208270958274056,0.767725014762987,"MZT1","22_hpf",300.26,8.57153226831949,0.436385799686847,0.218192899843424,-0.457326150541256,0.330259092309248,0.18175448450972,0.18175448450972
"462","Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___RNAseq.3107_t",-0.831959139943448,0.0104179101671673,0.101003571892176,173,-23.51,"2 18","938 957",16,"81.25%","100.00%","V9403","V9403","red",-0.535949824192426,-0.301425448020473,-0.323112465065606,0.0716457680703021,0.278056356749659,0.458238616305799,0.406881520453177,-0.0543345243004316,0.00156939984205378,0.0936345397639076,0.0712607262589703,0.696783342394271,0.123338276671281,0.00835166607550578,0.0208270958274056,0.767725014762987,"MZT1","28_hpf",585.91,8.90688998006435,0.411739468338874,0.205869734169437,-0.442662523605833,0.471982014656976,0.10181755500308,0.10181755500308
"463","Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___RNAseq.3107_t",-0.831959139943448,0.0104179101671673,0.101003571892176,173,-23.51,"2 18","938 957",16,"81.25%","100.00%","V9403","V9403","red",-0.535949824192426,-0.301425448020473,-0.323112465065606,0.0716457680703021,0.278056356749659,0.458238616305799,0.406881520453177,-0.0543345243004316,0.00156939984205378,0.0936345397639076,0.0712607262589703,0.696783342394271,0.123338276671281,0.00835166607550578,0.0208270958274056,0.767725014762987,"MZT1","48_hpf",132.91,8.8123900301393,0.418151844835695,0.209075922417847,-0.465916936354815,0.432046123529232,0.122615201547686,0.122615201547686
"464","Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___RNAseq.3107_t",-0.831959139943448,0.0104179101671673,0.101003571892176,173,-23.51,"2 18","938 957",16,"81.25%","100.00%","V9403","V9403","red",-0.535949824192426,-0.301425448020473,-0.323112465065606,0.0716457680703021,0.278056356749659,0.458238616305799,0.406881520453177,-0.0543345243004316,0.00156939984205378,0.0936345397639076,0.0712607262589703,0.696783342394271,0.123338276671281,0.00835166607550578,0.0208270958274056,0.767725014762987,"MZT1","72_hpf",160.57,7.92711966229674,0.153438304330088,0.0767191521650441,-0.464497031152526,0.0579288773632955,-0.735946153004174,-0.735946153004174
"465","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g49781.t1",0.713525866501342,0.0468707791462932,0.194033464197391,147,-20.06,"2 22","616 646",27,"59.26%","70.37%","V9412","V9412","red",-0.298488657568161,-0.602708803232112,-0.350817168254186,0.186417697278416,0.441412475587366,0.218185709380128,0.288910294393395,0.117088452415152,0.0970348174591781,0.00026169586992496,0.0489944399414187,0.306983428888067,0.0114369721005045,0.230272008132139,0.108777533108806,0.523342771268774,"MZT1","1_hpf",0,8.29675877204452,0.230902331778737,0.115451165889369,-0.472739770788518,0.214139195518506,-0.484702411530565,-0.484702411530565
"466","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g49781.t1",0.713525866501342,0.0468707791462932,0.194033464197391,147,-20.06,"2 22","616 646",27,"59.26%","70.37%","V9412","V9412","red",-0.298488657568161,-0.602708803232112,-0.350817168254186,0.186417697278416,0.441412475587366,0.218185709380128,0.288910294393395,0.117088452415152,0.0970348174591781,0.00026169586992496,0.0489944399414187,0.306983428888067,0.0114369721005045,0.230272008132139,0.108777533108806,0.523342771268774,"MZT1","4_hpf",692.28,7.52049304188465,0.618379278256698,0.309189639128349,-0.437202100020602,-0.113912445889251,0.772024884664133,0.772024884664133
"467","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g49781.t1",0.713525866501342,0.0468707791462932,0.194033464197391,147,-20.06,"2 22","616 646",27,"59.26%","70.37%","V9412","V9412","red",-0.298488657568161,-0.602708803232112,-0.350817168254186,0.186417697278416,0.441412475587366,0.218185709380128,0.288910294393395,0.117088452415152,0.0970348174591781,0.00026169586992496,0.0489944399414187,0.306983428888067,0.0114369721005045,0.230272008132139,0.108777533108806,0.523342771268774,"MZT1","9_hpf",243.55,8.17094110234377,0.259092708535556,0.129546354267778,-0.46023731554566,0.160968365659858,-0.393270866293275,-0.393270866293275
"468","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g49781.t1",0.713525866501342,0.0468707791462932,0.194033464197391,147,-20.06,"2 22","616 646",27,"59.26%","70.37%","V9412","V9412","red",-0.298488657568161,-0.602708803232112,-0.350817168254186,0.186417697278416,0.441412475587366,0.218185709380128,0.288910294393395,0.117088452415152,0.0970348174591781,0.00026169586992496,0.0489944399414187,0.306983428888067,0.0114369721005045,0.230272008132139,0.108777533108806,0.523342771268774,"MZT1","14_hpf",1717.92,9.37991098381686,0.372359525867349,0.186179762933675,-0.38455164551317,0.671881753460849,-0.0259057820273911,-0.0259057820273911
"469","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g49781.t1",0.713525866501342,0.0468707791462932,0.194033464197391,147,-20.06,"2 22","616 646",27,"59.26%","70.37%","V9412","V9412","red",-0.298488657568161,-0.602708803232112,-0.350817168254186,0.186417697278416,0.441412475587366,0.218185709380128,0.288910294393395,0.117088452415152,0.0970348174591781,0.00026169586992496,0.0489944399414187,0.306983428888067,0.0114369721005045,0.230272008132139,0.108777533108806,0.523342771268774,"MZT1","22_hpf",8407.15,9.9096552291846,0.540900454334004,0.270450227167002,-0.0411650773169725,0.895752861597247,0.520733152895903,0.520733152895903
"470","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g49781.t1",0.713525866501342,0.0468707791462932,0.194033464197391,147,-20.06,"2 22","616 646",27,"59.26%","70.37%","V9412","V9412","red",-0.298488657568161,-0.602708803232112,-0.350817168254186,0.186417697278416,0.441412475587366,0.218185709380128,0.288910294393395,0.117088452415152,0.0970348174591781,0.00026169586992496,0.0489944399414187,0.306983428888067,0.0114369721005045,0.230272008132139,0.108777533108806,0.523342771268774,"MZT1","28_hpf",6298.52,9.44248339345302,0.552356392285823,0.276178196142912,-0.149410005252706,0.698324994338883,0.557888885794152,0.557888885794152
"471","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g49781.t1",0.713525866501342,0.0468707791462932,0.194033464197391,147,-20.06,"2 22","616 646",27,"59.26%","70.37%","V9412","V9412","red",-0.298488657568161,-0.602708803232112,-0.350817168254186,0.186417697278416,0.441412475587366,0.218185709380128,0.288910294393395,0.117088452415152,0.0970348174591781,0.00026169586992496,0.0489944399414187,0.306983428888067,0.0114369721005045,0.230272008132139,0.108777533108806,0.523342771268774,"MZT1","48_hpf",12094.63,9.59878893248646,0.241200271406816,0.120600135703408,0.148128922514416,0.764380066267002,-0.451302484276035,-0.451302484276035
"472","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g49781.t1",0.713525866501342,0.0468707791462932,0.194033464197391,147,-20.06,"2 22","616 646",27,"59.26%","70.37%","V9412","V9412","red",-0.298488657568161,-0.602708803232112,-0.350817168254186,0.186417697278416,0.441412475587366,0.218185709380128,0.288910294393395,0.117088452415152,0.0970348174591781,0.00026169586992496,0.0489944399414187,0.306983428888067,0.0114369721005045,0.230272008132139,0.108777533108806,0.523342771268774,"MZT1","72_hpf",12845.22,9.23520278045737,0.0861041720836979,0.0430520860418489,0.186659893077901,0.610727741641376,-0.954334995821267,-0.954334995821267
"473","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___RNAseq.g45272.t1",0.759889005403516,0.0286749454534245,0.15477752387092,148,-21.66,"2 14","125 147",13,"84.62%","84.62%","V9561","V9561","red",-0.265442744090217,-0.585888514604289,-0.181647162231501,0.487371754883405,0.101739266070018,0.0557054373669328,0.201741150164002,0.18642081244165,0.142017897638494,0.000426322107441157,0.319746618350469,0.00466632380060975,0.579532652532535,0.76203048822641,0.268186489729138,0.306975200648665,"MZT1","1_hpf",1164.82,6.96849944016194,0.205966451660573,0.102983225830287,-0.4129446161345,-0.347186182003325,-0.565578451986607,-0.565578451986607
"474","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___RNAseq.g45272.t1",0.759889005403516,0.0286749454534245,0.15477752387092,148,-21.66,"2 14","125 147",13,"84.62%","84.62%","V9561","V9561","red",-0.265442744090217,-0.585888514604289,-0.181647162231501,0.487371754883405,0.101739266070018,0.0557054373669328,0.201741150164002,0.18642081244165,0.142017897638494,0.000426322107441157,0.319746618350469,0.00466632380060975,0.579532652532535,0.76203048822641,0.268186489729138,0.306975200648665,"MZT1","4_hpf",1038.42,6.45866789361705,0.517414979652387,0.258707489826194,-0.419433264636644,-0.562642138884306,0.444561299667583,0.444561299667583
"475","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___RNAseq.g45272.t1",0.759889005403516,0.0286749454534245,0.15477752387092,148,-21.66,"2 14","125 147",13,"84.62%","84.62%","V9561","V9561","red",-0.265442744090217,-0.585888514604289,-0.181647162231501,0.487371754883405,0.101739266070018,0.0557054373669328,0.201741150164002,0.18642081244165,0.142017897638494,0.000426322107441157,0.319746618350469,0.00466632380060975,0.579532652532535,0.76203048822641,0.268186489729138,0.306975200648665,"MZT1","9_hpf",974.18,7.09154417838351,0.23067801780271,0.115339008901355,-0.422730976501975,-0.295187199217031,-0.485429942546676,-0.485429942546676
"476","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___RNAseq.g45272.t1",0.759889005403516,0.0286749454534245,0.15477752387092,148,-21.66,"2 14","125 147",13,"84.62%","84.62%","V9561","V9561","red",-0.265442744090217,-0.585888514604289,-0.181647162231501,0.487371754883405,0.101739266070018,0.0557054373669328,0.201741150164002,0.18642081244165,0.142017897638494,0.000426322107441157,0.319746618350469,0.00466632380060975,0.579532652532535,0.76203048822641,0.268186489729138,0.306975200648665,"MZT1","14_hpf",16663.8,8.00044937531329,0.365210318305333,0.182605159152666,0.382683812360485,0.0889181788156285,-0.0490932371031443,-0.0490932371031443
"477","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___RNAseq.g45272.t1",0.759889005403516,0.0286749454534245,0.15477752387092,148,-21.66,"2 14","125 147",13,"84.62%","84.62%","V9561","V9561","red",-0.265442744090217,-0.585888514604289,-0.181647162231501,0.487371754883405,0.101739266070018,0.0557054373669328,0.201741150164002,0.18642081244165,0.142017897638494,0.000426322107441157,0.319746618350469,0.00466632380060975,0.579532652532535,0.76203048822641,0.268186489729138,0.306975200648665,"MZT1","22_hpf",18765.95,7.492309778085,0.262232957668911,0.131116478834455,0.490596094391995,-0.125822756483277,-0.383085907320591,-0.383085907320591
"478","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___RNAseq.g45272.t1",0.759889005403516,0.0286749454534245,0.15477752387092,148,-21.66,"2 14","125 147",13,"84.62%","84.62%","V9561","V9561","red",-0.265442744090217,-0.585888514604289,-0.181647162231501,0.487371754883405,0.101739266070018,0.0557054373669328,0.201741150164002,0.18642081244165,0.142017897638494,0.000426322107441157,0.319746618350469,0.00466632380060975,0.579532652532535,0.76203048822641,0.268186489729138,0.306975200648665,"MZT1","28_hpf",23875.79,7.42406905151174,0.389523882280634,0.194761941140317,0.75290587020052,-0.154661440832522,0.0297644079600709,0.0297644079600709
"479","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___RNAseq.g45272.t1",0.759889005403516,0.0286749454534245,0.15477752387092,148,-21.66,"2 14","125 147",13,"84.62%","84.62%","V9561","V9561","red",-0.265442744090217,-0.585888514604289,-0.181647162231501,0.487371754883405,0.101739266070018,0.0557054373669328,0.201741150164002,0.18642081244165,0.142017897638494,0.000426322107441157,0.319746618350469,0.00466632380060975,0.579532652532535,0.76203048822641,0.268186489729138,0.306975200648665,"MZT1","48_hpf",22727.27,7.62273959293015,0.419966106788168,0.209983053394084,0.69394746373151,-0.0707028237256524,0.128499506507877,0.128499506507877
"480","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___RNAseq.g45272.t1",0.759889005403516,0.0286749454534245,0.15477752387092,148,-21.66,"2 14","125 147",13,"84.62%","84.62%","V9561","V9561","red",-0.265442744090217,-0.585888514604289,-0.181647162231501,0.487371754883405,0.101739266070018,0.0557054373669328,0.201741150164002,0.18642081244165,0.142017897638494,0.000426322107441157,0.319746618350469,0.00466632380060975,0.579532652532535,0.76203048822641,0.268186489729138,0.306975200648665,"MZT1","72_hpf",13969.17,7.60706174194351,0.286298788726268,0.143149394363134,0.244357017160063,-0.0773283187721141,-0.305031749336997,-0.305031749336997
"481","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g45272.t1",0.830356760420317,0.0107051082850316,0.102044349924547,154,-20.55,"2 19","125 147",17,"58.82%","88.24%","V9561","V9561","red",-0.265442744090217,-0.585888514604289,-0.181647162231501,0.487371754883405,0.101739266070018,0.0557054373669328,0.201741150164002,0.18642081244165,0.142017897638494,0.000426322107441157,0.319746618350469,0.00466632380060975,0.579532652532535,0.76203048822641,0.268186489729138,0.306975200648665,"MZT1","1_hpf",0,6.96849944016194,0.205966451660573,0.102983225830287,-0.472739770788518,-0.347186182003325,-0.565578451986607,-0.565578451986607
"482","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g45272.t1",0.830356760420317,0.0107051082850316,0.102044349924547,154,-20.55,"2 19","125 147",17,"58.82%","88.24%","V9561","V9561","red",-0.265442744090217,-0.585888514604289,-0.181647162231501,0.487371754883405,0.101739266070018,0.0557054373669328,0.201741150164002,0.18642081244165,0.142017897638494,0.000426322107441157,0.319746618350469,0.00466632380060975,0.579532652532535,0.76203048822641,0.268186489729138,0.306975200648665,"MZT1","4_hpf",0,6.45866789361705,0.517414979652387,0.258707489826194,-0.472739770788518,-0.562642138884306,0.444561299667583,0.444561299667583
"483","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g45272.t1",0.830356760420317,0.0107051082850316,0.102044349924547,154,-20.55,"2 19","125 147",17,"58.82%","88.24%","V9561","V9561","red",-0.265442744090217,-0.585888514604289,-0.181647162231501,0.487371754883405,0.101739266070018,0.0557054373669328,0.201741150164002,0.18642081244165,0.142017897638494,0.000426322107441157,0.319746618350469,0.00466632380060975,0.579532652532535,0.76203048822641,0.268186489729138,0.306975200648665,"MZT1","9_hpf",0,7.09154417838351,0.23067801780271,0.115339008901355,-0.472739770788518,-0.295187199217031,-0.485429942546676,-0.485429942546676
"484","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g45272.t1",0.830356760420317,0.0107051082850316,0.102044349924547,154,-20.55,"2 19","125 147",17,"58.82%","88.24%","V9561","V9561","red",-0.265442744090217,-0.585888514604289,-0.181647162231501,0.487371754883405,0.101739266070018,0.0557054373669328,0.201741150164002,0.18642081244165,0.142017897638494,0.000426322107441157,0.319746618350469,0.00466632380060975,0.579532652532535,0.76203048822641,0.268186489729138,0.306975200648665,"MZT1","14_hpf",4466.59,8.00044937531329,0.365210318305333,0.182605159152666,-0.243450747741103,0.0889181788156285,-0.0490932371031443,-0.0490932371031443
"485","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g45272.t1",0.830356760420317,0.0107051082850316,0.102044349924547,154,-20.55,"2 19","125 147",17,"58.82%","88.24%","V9561","V9561","red",-0.265442744090217,-0.585888514604289,-0.181647162231501,0.487371754883405,0.101739266070018,0.0557054373669328,0.201741150164002,0.18642081244165,0.142017897638494,0.000426322107441157,0.319746618350469,0.00466632380060975,0.579532652532535,0.76203048822641,0.268186489729138,0.306975200648665,"MZT1","22_hpf",5104.34,7.492309778085,0.262232957668911,0.131116478834455,-0.210712333324627,-0.125822756483277,-0.383085907320591,-0.383085907320591
"486","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g45272.t1",0.830356760420317,0.0107051082850316,0.102044349924547,154,-20.55,"2 19","125 147",17,"58.82%","88.24%","V9561","V9561","red",-0.265442744090217,-0.585888514604289,-0.181647162231501,0.487371754883405,0.101739266070018,0.0557054373669328,0.201741150164002,0.18642081244165,0.142017897638494,0.000426322107441157,0.319746618350469,0.00466632380060975,0.579532652532535,0.76203048822641,0.268186489729138,0.306975200648665,"MZT1","28_hpf",4394.32,7.42406905151174,0.389523882280634,0.194761941140317,-0.2471606735896,-0.154661440832522,0.0297644079600709,0.0297644079600709
"487","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g45272.t1",0.830356760420317,0.0107051082850316,0.102044349924547,154,-20.55,"2 19","125 147",17,"58.82%","88.24%","V9561","V9561","red",-0.265442744090217,-0.585888514604289,-0.181647162231501,0.487371754883405,0.101739266070018,0.0557054373669328,0.201741150164002,0.18642081244165,0.142017897638494,0.000426322107441157,0.319746618350469,0.00466632380060975,0.579532652532535,0.76203048822641,0.268186489729138,0.306975200648665,"MZT1","48_hpf",5582.14,7.62273959293015,0.419966106788168,0.209983053394084,-0.186184831312566,-0.0707028237256524,0.128499506507877,0.128499506507877
"488","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g45272.t1",0.830356760420317,0.0107051082850316,0.102044349924547,154,-20.55,"2 19","125 147",17,"58.82%","88.24%","V9561","V9561","red",-0.265442744090217,-0.585888514604289,-0.181647162231501,0.487371754883405,0.101739266070018,0.0557054373669328,0.201741150164002,0.18642081244165,0.142017897638494,0.000426322107441157,0.319746618350469,0.00466632380060975,0.579532652532535,0.76203048822641,0.268186489729138,0.306975200648665,"MZT1","72_hpf",3853.56,7.60706174194351,0.286298788726268,0.143149394363134,-0.274920179634059,-0.0773283187721141,-0.305031749336997,-0.305031749336997
"489","Montipora_capitata_HIv3___Scaffold_8_558953","Montipora_capitata_HIv3___RNAseq.g45272.t1",0.757216575639848,0.0295783137713605,0.156954810590168,148,-20.39,"2 14","125 147",13,"84.62%","84.62%","V9561","V9561","red",-0.265442744090217,-0.585888514604289,-0.181647162231501,0.487371754883405,0.101739266070018,0.0557054373669328,0.201741150164002,0.18642081244165,0.142017897638494,0.000426322107441157,0.319746618350469,0.00466632380060975,0.579532652532535,0.76203048822641,0.268186489729138,0.306975200648665,"MZT1","1_hpf",1164.82,6.96849944016194,0.205966451660573,0.102983225830287,-0.4129446161345,-0.347186182003325,-0.565578451986607,-0.565578451986607
"490","Montipora_capitata_HIv3___Scaffold_8_558953","Montipora_capitata_HIv3___RNAseq.g45272.t1",0.757216575639848,0.0295783137713605,0.156954810590168,148,-20.39,"2 14","125 147",13,"84.62%","84.62%","V9561","V9561","red",-0.265442744090217,-0.585888514604289,-0.181647162231501,0.487371754883405,0.101739266070018,0.0557054373669328,0.201741150164002,0.18642081244165,0.142017897638494,0.000426322107441157,0.319746618350469,0.00466632380060975,0.579532652532535,0.76203048822641,0.268186489729138,0.306975200648665,"MZT1","4_hpf",1038.42,6.45866789361705,0.517414979652387,0.258707489826194,-0.419433264636644,-0.562642138884306,0.444561299667583,0.444561299667583
"491","Montipora_capitata_HIv3___Scaffold_8_558953","Montipora_capitata_HIv3___RNAseq.g45272.t1",0.757216575639848,0.0295783137713605,0.156954810590168,148,-20.39,"2 14","125 147",13,"84.62%","84.62%","V9561","V9561","red",-0.265442744090217,-0.585888514604289,-0.181647162231501,0.487371754883405,0.101739266070018,0.0557054373669328,0.201741150164002,0.18642081244165,0.142017897638494,0.000426322107441157,0.319746618350469,0.00466632380060975,0.579532652532535,0.76203048822641,0.268186489729138,0.306975200648665,"MZT1","9_hpf",974.18,7.09154417838351,0.23067801780271,0.115339008901355,-0.422730976501975,-0.295187199217031,-0.485429942546676,-0.485429942546676
