"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","X","gene","moduleColor","hpf_1","hpf_4","hpf_9","hpf_14","hpf_22","hpf_28","hpf_48","hpf_72","hpf_1.1","hpf_4.1","hpf_9.1","hpf_14.1","hpf_22.1","hpf_28.1","hpf_48.1","hpf_72.1","category"
"119","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___TS.g49731.t1",0.82835218324574,0.0110713879291896,0.103499935937261,163,-20.19,"2 22","209 230",20,"75.00%","80.00%","V927","V927","blue",-0.328821635822075,-0.328821635822075,-0.172876848150212,0.163961522864498,0.497782193374313,0.215668291770022,0.176499308108033,-0.223391196322504,0.0661263470879483,0.0661263470879483,0.344056152103832,0.369881929926875,0.00374337183141637,0.235828150105792,0.333883033619351,0.219065005072597,"ZGA1"
"120","Montipora_capitata_HIv3___Scaffold_3_148198","Montipora_capitata_HIv3___RNAseq.g27663.t1",-0.711088864326422,0.0479796451021604,0.196235272171063,171,-24.04,"2 20","767 789",18,"77.78%","88.89%","V941","V941","black",0.429584500521323,0.472907830246196,0.292876821799321,-0.317490086674098,-0.302067615904042,-0.0399020965949334,-0.406672636295349,-0.129236717098418,0.0141383610470084,0.0062686581392589,0.103791777125092,0.0766148755277957,0.0929032582110764,0.828343946825057,0.0208990395237513,0.480840242042494,"MZT2"
"121","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g47681.t1",0.976677964404401,3.1161025167928e-05,0.0256181937378081,169,-20.99,"2 22","463 486",20,"70.00%","85.00%","V958","V958","magenta",-0.46535886216139,-0.46535886216139,-0.292584399913235,0.0717604685260625,0.346693793943129,0.363247952541147,0.184208269925823,0.257391639299852,0.00727711575901574,0.00727711575901575,0.104153347388969,0.696320847674698,0.051902763705997,0.041004541577561,0.312854204525788,0.154971210435689,"ZGA2"
"122","Montipora_capitata_HIv3___Scaffold_2_123667","Montipora_capitata_HIv3___RNAseq.40944_t",-0.807930856388662,0.0152601526485008,0.117907793137539,155,-20.62,"2 24","320 344",22,"50.00%","81.82%","V988","V988","green",0.420992349193384,0.221409787948847,0.445793117640979,0.024969116253908,0.0321543121832676,-0.107595631236311,-0.46506829927318,-0.572654752710894,0.0164194300737411,0.223286146215633,0.010553603113341,0.892099594103831,0.861315015427474,0.557779564782441,0.00731854061370417,0.000614515376064703,"Maternal"
"123","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g45413.t1",-0.937440894525249,0.000583725519904395,0.0411624967496475,154,-22.72,"2 15","244 267",13,"84.62%","84.62%","V991","V991","magenta",-0.494549384659388,-0.308530227376652,-0.352962372802323,-0.0872391092414314,0.368146131253863,0.148913102038447,0.328964605878147,0.397257254909337,0.00401144792818155,0.0857839033202901,0.047533540656484,0.634949810835341,0.0381595916197212,0.415980203879872,0.0660015881228944,0.0243618449774908,"ZGA2"
"124","Montipora_capitata_HIv3___Scaffold_5_303930","Montipora_capitata_HIv3___RNAseq.g18318.t1",-0.71658759847113,0.0454997593057562,0.191366465828866,152,-20.57,"2 13","156 178",11,"81.82%","100.00%","V1000","V1000","black",0.474207371376793,0.395193122825191,0.470762685339128,-0.207903215485494,-0.340189054860671,-0.197178310939532,-0.392671973859221,-0.202220624396194,0.00610769326030791,0.0251807923480258,0.00654228499863212,0.25352992220127,0.0567675448059627,0.279388145503755,0.0262115895276235,0.267026645966006,"MZT2"
"125","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g29658.t1",0.877247464638429,0.00420887726129442,0.072486292209581,160,-22.7,"2 21","631 654",19,"73.68%","73.68%","V1013","V1013","black",0.333393513498395,0.377234435220348,0.397421711106314,-0.259296025165312,-0.158591418955473,-0.0458051099021446,-0.275305907791226,-0.3690511980109,0.0622271509511298,0.0333035286953704,0.0242975498696472,0.151833116032369,0.385974399175468,0.803411599675555,0.127247242712047,0.0376517750754211,"MZT2"
"126","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___RNAseq.g47099.t1",0.868626058762055,0.00512464973011412,0.0774747441797108,150,-25.42,"2 23","836 857",21,"66.67%","76.19%","V1016","V1016","pink",-0.433766367180103,-0.288756763044126,-0.215744942913696,-0.0762582591283583,0.247537054408524,0.112815424049225,0.0416695586152517,0.612504295193283,0.0131279911498694,0.108974064851415,0.235657658297513,0.678270818047229,0.17195845694621,0.538714897159858,0.820860387531002,0.000194456383234607,"ZGA2"
"127","Montipora_capitata_HIv3___Scaffold_2_123667","Montipora_capitata_HIv3___RNAseq.g24574.t1",0.966245822611354,9.37265728359573e-05,0.0293001180375527,178,-21.97,"2 23","946 970",21,"76.19%","85.71%","V1022","V1022","pink",-0.269432042575365,-0.0826008942186081,-0.269432042575365,-0.192855267827477,0.1357937242913,-0.0150373380287597,0.0158853464570512,0.677678514477223,0.135900240209835,0.653114129459772,0.135900240209835,0.290275533254963,0.45866548945525,0.934897887674574,0.931234959540096,2.03663616118651e-05,"ZGA2"
"128","Montipora_capitata_HIv3___Scaffold_6_396712","Montipora_capitata_HIv3___RNAseq.19931_t",-0.771193252694645,0.0250427194612464,0.145818889033657,146,-22,"2 24","636 659",24,"62.50%","70.83%","V1048","V1048","orange",0.232490345378763,0.0389836366012017,0.0895635748352566,-0.240551091483358,-0.492203187331191,-0.272443605914666,0.060923336891075,0.583236991022918,0.200379951425316,0.832238661228922,0.625923680378965,0.184775177429592,0.004216205812897,0.131411507907199,0.740470216423637,0.000459302331285762,"MZT2"
"129","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g16009.t1",-0.773892087952062,0.0242201482970844,0.143769626287527,156,-25.62,"2 19","168 190",17,"76.47%","82.35%","V1054","V1054","pink",-0.128925548226902,-0.491816323222209,-0.102167918692273,0.0462356288510817,-0.062808251305777,0.114933487528076,0.0553649263878416,0.569183998680162,0.481906146418408,0.00425081727127168,0.577927719766544,0.801600327029462,0.732728153788402,0.531068432228708,0.763443781449122,0.000674647986466191,"ZGA2"
"130","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g31868.t2",0.710915256503891,0.0480592355822985,0.196376927432634,169,-24.69,"2 22","224 244",20,"80.00%","90.00%","V1062","V1062","blue",-0.2392449053855,-0.20255244472598,-0.104896231524616,-0.125775691766378,0.456365978970004,0.0891657307316758,0.052260307209124,0.0746772564916704,0.187244043463089,0.266225895185064,0.567759388380435,0.492764229887881,0.00865565374608278,0.627464827377377,0.776363519180497,0.684596190975227,"ZGA1"
"131","Montipora_capitata_HIv3___Scaffold_6_396712","Montipora_capitata_HIv3___RNAseq.g7892.t1",0.714733371990091,0.0463271330705712,0.193000480686694,155,-25.18,"2 23","149 179",27,"66.67%","74.07%","V1065","V1065","blue",-0.203162481474621,-0.077094963489586,-0.0875189557005859,0.0305464954817431,0.461456810703042,0.104376415158346,-0.0720283203458921,-0.156575000332446,0.264757846765532,0.674931932064036,0.633860375196344,0.868187894800714,0.00785040143103738,0.569690445729305,0.695241234081785,0.392120101023807,"ZGA1"
"132","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___RNAseq.g41517.t1",0.738221524593838,0.0365037138498953,0.17276832258302,158,-23.64,"2 21","250 275",23,"69.57%","78.26%","V1069","V1069","blue",-0.156921759274198,-0.408533674620962,-0.120962692734746,-0.135815084822502,0.406515659626137,0.124023804769672,0.139632738203973,0.152061008852626,0.391059248379282,0.0202652458387485,0.509592528998295,0.458594152816183,0.0209532403922311,0.49885665493372,0.445939792656701,0.406080404634236,"ZGA1"
"133","Montipora_capitata_HIv3___Scaffold_8_558953","Montipora_capitata_HIv3___RNAseq.g41517.t1",0.740276216308639,0.0357113498262561,0.171060230773948,158,-27.65,"2 21","250 275",23,"69.57%","78.26%","V1069","V1069","blue",-0.156921759274198,-0.408533674620962,-0.120962692734746,-0.135815084822502,0.406515659626137,0.124023804769672,0.139632738203973,0.152061008852626,0.391059248379282,0.0202652458387485,0.509592528998295,0.458594152816183,0.0209532403922311,0.49885665493372,0.445939792656701,0.406080404634236,"ZGA1"
"134","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___RNAseq.g5667.t1",0.731427892560744,0.039199530712029,0.178634123710456,142,-23.44,"2 14","643 663",12,"83.33%","83.33%","V1089","V1089","blue",-0.351234022041417,-0.288238433225857,-0.0597501714482086,0.243434785672951,0.470539184202912,-0.0739576091916669,0.145905562507642,-0.0866992964763563,0.0487077963118511,0.109639534735993,0.745301534651478,0.179405755953075,0.00657137118177449,0.687482398964429,0.425563544778858,0.637053408089431,"ZGA1"
"135","Montipora_capitata_HIv3___Scaffold_3_148198","Montipora_capitata_HIv3___RNAseq.g455.t1",0.785162695670692,0.0209669060956386,0.134991996197,156,-20.61,"2 22","936 959",21,"66.67%","76.19%","V1109","V1109","red",-0.375557986059256,-0.353683178468709,-0.157623040169881,0.747417860260824,0.299161870343307,0.200058108422997,-0.048285671400451,-0.311487962928829,0.0341594012099442,0.0470505412091343,0.38891885526326,8.87204005990706e-07,0.096247204597054,0.27228371520996,0.792989446976916,0.0826686188570404,"MZT1"
"136","Montipora_capitata_HIv3___Scaffold_3_148198","Montipora_capitata_HIv3___RNAseq.g455.t1",0.785162695670692,0.0209669060956386,0.134991996197,181,-24.69,"2 22","959 981",20,"80.00%","90.00%","V1109","V1109","red",-0.375557986059256,-0.353683178468709,-0.157623040169881,0.747417860260824,0.299161870343307,0.200058108422997,-0.048285671400451,-0.311487962928829,0.0341594012099442,0.0470505412091343,0.38891885526326,8.87204005990706e-07,0.096247204597054,0.27228371520996,0.792989446976916,0.0826686188570404,"MZT1"
"137","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g8528.t1",0.902060688732466,0.00217947448770444,0.0586910495244409,161,-21.65,"2 23","893 917",22,"68.18%","77.27%","V1121","V1121","magenta",-0.187251723493308,-0.373153994982133,-0.214357434594325,-0.0815812053503042,0.0443062870662628,0.382200570892398,0.131967899537078,0.297869600924331,0.304785422658022,0.0354177398672942,0.238756653118111,0.657134232743705,0.80972518664686,0.0308698346731543,0.471537140812824,0.0977633778891034,"ZGA2"
"138","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g8528.t1",0.761439433428431,0.0281587407699251,0.15354499390006,154,-20.73,"2 21","302 329",24,"66.67%","75.00%","V1121","V1121","magenta",-0.187251723493308,-0.373153994982133,-0.214357434594325,-0.0815812053503042,0.0443062870662628,0.382200570892398,0.131967899537078,0.297869600924331,0.304785422658022,0.0354177398672942,0.238756653118111,0.657134232743705,0.80972518664686,0.0308698346731543,0.471537140812824,0.0977633778891034,"ZGA2"
"139","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___TS.g30775.t1",0.768057231808657,0.026019992547136,0.148259155569355,152,-20.93,"2 22","528 554",24,"62.50%","70.83%","V1126","V1126","blue",-0.504334609795816,-0.317209714418864,-0.0565295142335709,0.148299009708272,0.468243434677373,0.131121315450007,0.130345336672806,6.47419397927149e-05,0.00324704238802005,0.076889796308594,0.758613274956584,0.417927083274475,0.00687657786569045,0.474410704815472,0.47705260875154,0.999719412747467,"ZGA1"
"140","Montipora_capitata_HIv3___Scaffold_3_148198","Montipora_capitata_HIv3___RNAseq.g11887.t1",0.821830209227502,0.0123176354490558,0.108003077501497,173,-21.3,"2 22","207 229",20,"75.00%","85.00%","V1152","V1152","blue",-0.296360479535737,-0.376861770791285,-0.00414151166107884,0.20591449201341,0.272896875491899,0.181120454677765,0.196504611183886,-0.179072671378859,0.0995568175494735,0.0334922631477854,0.982052400710726,0.25820106373032,0.130745467802212,0.321175678777439,0.281067256214231,0.326769254046363,"ZGA1"
"141","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g48456.t1",0.850425003552638,0.00745555260312091,0.0889183090956021,164,-20.2,"2 23","358 380",21,"71.43%","80.95%","V1157","V1157","blue",-0.368897201082544,-0.133016662521265,-0.274573186726415,0.0652167601207805,0.398346262216206,0.0531219623992023,0.184448464045021,0.0753536015490147,0.0377377927414022,0.46798998993633,0.128303852413221,0.722873015058337,0.0239386829172028,0.772771725882516,0.312212596966154,0.681887627831848,"ZGA1"
"142","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g37596.t1",0.891201939431901,0.00296261247349978,0.0644487021952429,177,-27.95,"2 22","792 814",20,"75.00%","90.00%","V1159","V1159","red",-0.440308285463611,-0.470384637839742,-0.265981406224267,0.438184077964283,0.382657110733461,0.0759194737229177,0.059600763070065,0.220312904036894,0.0116692032468816,0.00659154810277584,0.141180335231661,0.0121271305154757,0.0306535735608271,0.679624459427698,0.745917514117209,0.225646507265366,"MZT1"
"143","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g9523.t1",-0.784219157326096,0.0212281293836641,0.135749275013286,148,-23.9,"2 13","137 155",11,"81.82%","90.91%","V1178","V1178","blue",-0.461525680627061,0.0758347033722526,-0.0624480777615324,-0.187120896791651,0.166712466018827,0.070133778343542,0.361022254502592,0.0373914529430297,0.00783996005671209,0.67996331900781,0.734205557240348,0.305129548338809,0.361793940564162,0.702889924891398,0.0423523909310649,0.838999508375594,"ZGA1"
"144","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___TS.g6228.t1",0.9149508089724,0.00144154535739759,0.0520249130970475,141,-20.29,"2 12","661 683",10,"90.00%","90.00%","V1180","V1180","pink",-0.415776403164288,-0.0580733454215675,-0.283090931510661,-0.222392271284027,0.26396019994988,-0.0315719516325855,0.198396486597672,0.548548216465576,0.0179480898524463,0.752223518723675,0.116414633049511,0.221186240440686,0.144341785175363,0.863803288168928,0.276368463069699,0.00115129146791679,"ZGA2"
"145","Montipora_capitata_HIv3___Scaffold_3_148198","Montipora_capitata_HIv3___RNAseq.g3411.t1",0.820972438601572,0.0124878280689154,0.108580411586124,172,-22.67,"2 22","866 889",21,"71.43%","90.48%","V1187","V1187","red",-0.270484603581483,-0.312639394219754,-0.281308264391472,0.70595687711221,0.399369376622394,0.123262371324874,-0.091546129934685,-0.272610232932084,0.134318810606196,0.0814796629453098,0.118832238068654,6.36637148626263e-06,0.0235466524775954,0.501516434357153,0.618266969093879,0.131166374583751,"MZT1"
"146","Montipora_capitata_HIv3___Scaffold_1_35067","Montipora_capitata_HIv3___RNAseq.g36899.t1",-0.74471545191949,0.0340355346605047,0.167271772361111,142,-21.04,"2 22","601 634",29,"62.07%","65.52%","V1188","V1188","blue",-0.426529690558021,-0.115453854711876,-0.253057947385326,-0.0274496892819084,0.384079066681469,0.137080214404567,-0.0171077051770217,0.318439606028117,0.0149168812423107,0.529197873799278,0.162286012968118,0.881451959973307,0.0299878942648853,0.454379611611319,0.925957495059876,0.0756894632736185,"ZGA1"
"147","Montipora_capitata_HIv3___Scaffold_5_361076","Montipora_capitata_HIv3___RNAseq.g38580.t1",-0.71695576279054,0.0453365513131479,0.191037971855833,149,-20.97,"2 18","70 85",16,"75.00%","81.25%","V1195","V1195","blue",-0.494797559633905,-0.278978242300497,-0.175211382061365,0.0653079076326074,0.510317512185671,0.125618586287917,0.262470144425931,-0.01472696653636,0.00399029850771341,0.122048200858211,0.337478670546094,0.722500901532809,0.00284458033301408,0.493309036068352,0.14670518893908,0.936238852073845,"ZGA1"
"148","Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___RNAseq.g5735.t1",0.796297808902045,0.0180344932262111,0.126545286325546,163,-20.13,"2 21","884 907",21,"71.43%","80.95%","V1205","V1205","darkorange",0.36725655529741,0.6268006631484,0.0675875918353699,-0.365838549391216,-0.119103496693332,0.0625531813892719,-0.198176647051828,-0.441079298534077,0.0386640857896453,0.00012380953984935,0.7132144550617,0.0394793654183517,0.516168608334997,0.733774333690781,0.276911845979664,0.0115066317177875,"MZT2"
"149","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___TS.g44925.t1b",-0.727429065176831,0.0408412785768634,0.182003021106041,158,-21.06,"2 19","895 914",17,"82.35%","88.24%","V1222","V1222","magenta",-0.535964580708865,-0.362258503038352,-0.438853968171273,0.0881390133378937,0.271204996877038,0.313877836146268,0.354400016672774,0.309455188884515,0.00156884138960376,0.0415994164755241,0.0119811158373544,0.631449189471393,0.133244259416781,0.0802156015803976,0.0465740926604444,0.0848001533333565,"ZGA2"
"150","Montipora_capitata_HIv3___Scaffold_4_288176","Montipora_capitata_HIv3___RNAseq.g38582.t1",0.907573543174099,0.00183961490593763,0.0557776890745935,177,-22.24,"2 22","238 261",20,"80.00%","85.00%","V1224","V1224","blue",-0.36423903375607,-0.36423903375607,-0.143361527492896,0.0435350681252687,0.495343416076193,0.0935028430432704,0.259068982969656,-0.0196107152093516,0.0404155593668057,0.0404155593668057,0.433764518240868,0.812978452812415,0.00394411827682202,0.610748434521551,0.152204811783936,0.915160771919542,"ZGA1"
"151","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g47583.t1",-0.726411860779416,0.0412654414822853,0.182899884747959,145,-21.57,"2 17","857 880",16,"75.00%","81.25%","V1226","V1226","black",0.358591598094254,0.628489513205353,0.158522045895732,-0.197165099994983,-0.496497836098345,-0.292134546349613,0.0138111779300851,-0.173616852682482,0.0438647354915809,0.000117206461824604,0.386184904516589,0.279421009752199,0.00384796646507526,0.104711429307403,0.940196516549046,0.341962858567289,"MZT2"
"152","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___RNAseq.g24947.t1",-0.732710593771879,0.0386815629213357,0.177535359571143,152,-21.46,"2 22","765 788",21,"66.67%","71.43%","V1229","V1229","darkorange",0.283927927428651,0.711484290036927,0.00968457382488896,-0.401658393065235,0.0353689989960971,-0.0561056311629823,-0.260278059292207,-0.322423706766141,0.115292253699423,4.99258093559162e-06,0.958046065808148,0.0226886760400169,0.847603626730092,0.760370443590389,0.150232958408486,0.0719005279175496,"MZT2"
"153","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___RNAseq.g25029.t1",0.902097076109722,0.00217710768639861,0.0586737108793964,150,-21.5,"2 23","634 657",21,"61.90%","66.67%","V1233","V1233","pink",-0.243817071571731,0.0229063510839685,-0.207106826341949,-0.228296801434206,0.000256970857968914,-0.115062955976692,-0.0331001919450715,0.804220525327713,0.178702294703263,0.900967986511712,0.255393742901056,0.208849223716127,0.99888630574801,0.53060273609851,0.857276313860685,2.93832337958446e-08,"ZGA2"
"154","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g39753.t1",-0.82241768232547,0.0122019229414123,0.10760174220777,151,-23.6,"2 17","253 273",17,"70.59%","82.35%","V1269","V1269","magenta",-0.476758669939263,-0.354553595249838,-0.196645900440322,-0.196910118556328,0.305047065002103,0.217645552874272,0.276081125093457,0.426094541215918,0.00580193065246072,0.0464725190594618,0.280714573259661,0.280055803737291,0.089567124908673,0.231456666808163,0.126136360111373,0.0150306399420441,"ZGA2"
"155","Montipora_capitata_HIv3___Scaffold_5_306063","Montipora_capitata_HIv3___RNAseq.g39753.t1",-0.751858054889841,0.03144190346634,0.161314341352885,155,-20.02,"2 17","926 944",16,"75.00%","87.50%","V1269","V1269","magenta",-0.476758669939263,-0.354553595249838,-0.196645900440322,-0.196910118556328,0.305047065002103,0.217645552874272,0.276081125093457,0.426094541215918,0.00580193065246072,0.0464725190594618,0.280714573259661,0.280055803737291,0.089567124908673,0.231456666808163,0.126136360111373,0.0150306399420441,"ZGA2"
"156","Montipora_capitata_HIv3___Scaffold_5_361076","Montipora_capitata_HIv3___RNAseq.g39753.t1",-0.741067081408862,0.0354091894338807,0.170417160824861,148,-20.33,"2 18","263 284",19,"68.42%","73.68%","V1269","V1269","magenta",-0.476758669939263,-0.354553595249838,-0.196645900440322,-0.196910118556328,0.305047065002103,0.217645552874272,0.276081125093457,0.426094541215918,0.00580193065246072,0.0464725190594618,0.280714573259661,0.280055803737291,0.089567124908673,0.231456666808163,0.126136360111373,0.0150306399420441,"ZGA2"
"157","Montipora_capitata_HIv3___Scaffold_8_571913","Montipora_capitata_HIv3___RNAseq.g12155.t2",-0.785713126012336,0.0208154456440333,0.134556868539204,161,-20.66,"2 21","304 328",21,"76.19%","80.95%","V1270","V1270","green",0.244186963392838,0.184659001706366,0.318230884019152,0.493433569201163,-0.247589661708948,-0.478887348442918,-0.392628284035604,-0.121405124132049,0.178023495833515,0.311650885052491,0.0758921402267279,0.00410773414143317,0.171864401506938,0.00555692596328829,0.0262297528828109,0.508033780292778,"Maternal"
"158","Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___TS.g28560.t1",-0.862871687330426,0.00580165042485856,0.0811056612602331,162,-20.46,"2 19","856 875",17,"76.47%","82.35%","V1285","V1285","red",-0.447576732448069,-0.415786467878524,-0.419789814848146,0.224242587054638,0.458282008277947,0.20103519535427,0.143442444273365,0.256150780214518,0.0102107999951168,0.017945030104735,0.016761871065615,0.217268037976101,0.00834473099408121,0.269900156687159,0.43350234708665,0.157040912668807,"MZT1"
"159","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___TS.g36598.t1",-0.910178719643019,0.00169181225907514,0.0544130128930198,168,-22.21,"2 23","340 362",21,"71.43%","85.71%","V1310","V1310","green",0.372281496203259,0.432737396942539,0.398925413098393,0.0996119680116273,-0.266121607266145,-0.181762058110043,-0.409755047006844,-0.445917561872786,0.0358836133502777,0.0133708001948553,0.0237161135020115,0.587526739707476,0.140962929546631,0.319435408620543,0.0198580058867232,0.0105293744751048,"Maternal"
"160","Montipora_capitata_HIv3___Scaffold_3_148198","Montipora_capitata_HIv3___TS.g10467.t1",0.825917683347238,0.0115267651234616,0.105188564635904,144,-21.44,"2 22","914 945",29,"58.62%","62.07%","V1312","V1312","magenta",-0.390040880515142,-0.400927230509544,-0.46278141977988,0.0986460847591989,0.411889638118762,0.387598556639549,0.212555301015106,0.143059950271952,0.0273239715756989,0.0229598853544247,0.00765163596462484,0.591172300247828,0.0191625506324208,0.0283908411598751,0.242822279017696,0.434742397171694,"ZGA2"
"161","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g39163.t1",0.868272080929042,0.00516474820943827,0.0777071124258405,167,-24.72,"2 16","381 404",14,"85.71%","100.00%","V1316","V1316","blue",-0.265120254222685,-0.339976149639474,-0.281866553967212,-0.26825744740979,0.46916169684976,0.279108697073133,0.153260565142224,0.253689446174045,0.142521064741028,0.0569326514955871,0.118071119513312,0.137681078539563,0.00675308143607065,0.121866455383529,0.402343378612082,0.161205004740942,"ZGA1"
"162","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___TS.g28883.t1",0.853472072697569,0.0070260385914896,0.0869839387652899,165,-20.59,"2 19","900 925",19,"78.95%","84.21%","V1339","V1339","blue",-0.51921070400385,-0.332356993076794,-0.160328393223629,0.0213058230536001,0.38275784628381,0.0326128011722942,0.282559197207607,0.292660422586963,0.00232629713995443,0.0630949381735171,0.380725436408014,0.907857241903412,0.0306060221284223,0.8593569305851,0.117131886539765,0.104059256608855,"ZGA1"
"163","Montipora_capitata_HIv3___Scaffold_8_571913","Montipora_capitata_HIv3___RNAseq.g39834.t1",0.728815142423937,0.0402675774139898,0.180859880738219,149,-20.02,"2 23","818 844",24,"54.17%","75.00%","V1342","V1342","magenta",-0.432686160167185,-0.0927638434895677,-0.475030635892242,-0.32797179477247,0.308627478641447,0.259039893475001,0.386298935520452,0.374486126684564,0.0133829884181814,0.613583468440404,0.00600755889509273,0.0668717469113949,0.0856800612619831,0.152252482287993,0.0289722790929462,0.0347158987235209,"ZGA2"
"164","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g14949.t1",0.826973656821017,0.0113278171379504,0.104463375725915,157,-20.48,"2 23","205 230",23,"65.22%","73.91%","V1355","V1355","magenta",-0.353477157246804,-0.292379396111701,-0.560568219539051,0.0149012866911187,0.30010387662353,0.317822036314666,0.413415860702903,0.160181712565338,0.0471881909598304,0.104407393491651,0.000846872383274461,0.935485678029915,0.0951532810120949,0.076290363955141,0.0186777855728637,0.38116707521968,"ZGA2"
"165","Montipora_capitata_HIv3___Scaffold_11_793245","Montipora_capitata_HIv3___TS.g2887.t1a",0.858586868683788,0.00634121564261863,0.083910030191238,167,-22.74,"2 21","63 87",20,"75.00%","85.00%","V1370","V1370","blue",-0.198066897016552,-0.299071545398763,-0.134219777518192,-0.130546472161204,0.459533374517736,0.0822415000410072,0.312314232631588,-0.0921844150956211,0.277183376252629,0.0963525957620517,0.463938126723614,0.476367088346893,0.00814682402762315,0.654529950856854,0.0818140792375974,0.615810181906277,"ZGA1"
"166","Montipora_capitata_HIv3___Scaffold_6_434354","Montipora_capitata_HIv3___RNAseq.g33914.t1",-0.732909101758184,0.0386017777882654,0.177372012311998,173,-23.78,"2 18","533 555",16,"81.25%","100.00%","V1377","V1377","lightyellow",0.202763372798491,-0.251745160895071,0.36818915323206,0.593742103059977,0.054301127346242,-0.114163041214143,-0.361129612500977,-0.491957941826578,0.265717698464419,0.164549848551895,0.0381353283618086,0.000340592164679386,0.767863889621152,0.533843778959455,0.0422865707472994,0.00423811887416737,"MZT1"
"167","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g22195.t1b",0.824162946278147,0.011862221848377,0.106382816105358,164,-20.51,"2 23","393 422",27,"66.67%","77.78%","V1379","V1379","blue",-0.566588819846183,-0.423318721393225,0.0178864726414152,0.0676396181546654,0.385941510727663,0.276493154078697,0.199149708006722,0.042797077630245,0.000722940757304719,0.0157734938173543,0.922596808350029,0.713002986543802,0.029133880951678,0.125548849549253,0.274511941199507,0.816094421050916,"ZGA1"
"168","Montipora_capitata_HIv3___Scaffold_6_434354","Montipora_capitata_HIv3___RNAseq.g6468.t1",0.769515390593706,0.0255627100020312,0.147148780082265,140,-20.36,"2 9","122 144",7,"100.00%","100.00%","V1380","V1380","blue",-0.441584596761158,-0.291912906407012,-0.278750983996785,-0.222579381544677,0.401025994524601,0.198117781902327,0.328572431259098,0.307111661023607,0.0114011248430099,0.104987219615129,0.122365289963333,0.220787849082199,0.0229230956502702,0.277057461623186,0.0663442493543503,0.0873096000749706,"ZGA1"
"169","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g11968.t1",0.742317787075486,0.0349345389396164,0.169321126022408,163,-22.76,"2 17","109 133",16,"81.25%","93.75%","V1388","V1388","blue",-0.361738580285252,-0.244068677272374,-0.276677106977746,0.142598793612499,0.606072442945006,0.28878151178838,0.105958518442621,-0.260926902253135,0.0419147701657454,0.178240367645958,0.125287206094873,0.436240053333164,0.000236583280408825,0.108942366585693,0.563822390930346,0.149182429297088,"ZGA1"
"170","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g11968.t1",0.828560088980456,0.0110330359975151,0.103357192681717,157,-26.63,"2 23","224 246",22,"72.73%","81.82%","V1388","V1388","blue",-0.361738580285252,-0.244068677272374,-0.276677106977746,0.142598793612499,0.606072442945006,0.28878151178838,0.105958518442621,-0.260926902253135,0.0419147701657454,0.178240367645958,0.125287206094873,0.436240053333164,0.000236583280408825,0.108942366585693,0.563822390930346,0.149182429297088,"ZGA1"
