"","X.query","GOs","Term","Annotated","Significant","Expected","Fisher","ontology","X","V1","V3","V4","V5","V6","value","sig.prop"
"337","Montipora_capitata_HIv3___RNAseq.g45170.t1","GO:0035330","regulation of hippo signaling",30,3,0.96,0.03195,"Biological Processes",17445,"Montipora_capitata_HIv3___Scaffold_8_488597",146,-24.1,"64.71%","70.59%",-0.826743941006375,0.1
"338","Montipora_capitata_HIv3___RNAseq.g16003.t1","GO:0006325","chromatin organization",705,33,22.61,0.00092,"Biological Processes",9778,"Montipora_capitata_HIv3___Scaffold_2_64557",154,-22.75,"69.57%","73.91%",-0.961599791434494,0.0468085106382979
"339","Montipora_capitata_HIv3___RNAseq.g16003.t1","GO:0006325","chromatin organization",705,33,22.61,0.00092,"Biological Processes",9779,"Montipora_capitata_HIv3___Scaffold_2_64557",160,-20.6,"66.67%","80.95%",-0.961599791434494,0.0468085106382979
"340","Montipora_capitata_HIv3___RNAseq.g16003.t1","GO:0006325","chromatin organization",705,33,22.61,0.00092,"Biological Processes",17277,"Montipora_capitata_HIv3___Scaffold_8_488597",150,-22.83,"100.00%","100.00%",-0.799449146929304,0.0468085106382979
"341","Montipora_capitata_HIv3___RNAseq.g16003.t1","GO:0035212","cell competition in a multicellular organism",16,5,0.51,0.00011,"Biological Processes",9778,"Montipora_capitata_HIv3___Scaffold_2_64557",154,-22.75,"69.57%","73.91%",-0.961599791434494,0.3125
"342","Montipora_capitata_HIv3___RNAseq.g16003.t1","GO:0035212","cell competition in a multicellular organism",16,5,0.51,0.00011,"Biological Processes",9779,"Montipora_capitata_HIv3___Scaffold_2_64557",160,-20.6,"66.67%","80.95%",-0.961599791434494,0.3125
"343","Montipora_capitata_HIv3___RNAseq.g16003.t1","GO:0035212","cell competition in a multicellular organism",16,5,0.51,0.00011,"Biological Processes",17277,"Montipora_capitata_HIv3___Scaffold_8_488597",150,-22.83,"100.00%","100.00%",-0.799449146929304,0.3125
"344","Montipora_capitata_HIv3___RNAseq.g16003.t1","GO:0051276","chromosome organization",1049,42,33.64,0.00083,"Biological Processes",9778,"Montipora_capitata_HIv3___Scaffold_2_64557",154,-22.75,"69.57%","73.91%",-0.961599791434494,0.0400381315538608
"345","Montipora_capitata_HIv3___RNAseq.g16003.t1","GO:0051276","chromosome organization",1049,42,33.64,0.00083,"Biological Processes",9779,"Montipora_capitata_HIv3___Scaffold_2_64557",160,-20.6,"66.67%","80.95%",-0.961599791434494,0.0400381315538608
"346","Montipora_capitata_HIv3___RNAseq.g16003.t1","GO:0051276","chromosome organization",1049,42,33.64,0.00083,"Biological Processes",17277,"Montipora_capitata_HIv3___Scaffold_8_488597",150,-22.83,"100.00%","100.00%",-0.799449146929304,0.0400381315538608
"347","Montipora_capitata_HIv3___RNAseq.g27097.t1","GO:0034766","negative regulation of monoatomic ion transmembrane...",56,3,1.8,0.03204,"Biological Processes",10327,"Montipora_capitata_HIv3___Scaffold_2_67225",163,-21.93,"83.33%","88.89%",-0.938337665368972,0.0535714285714286
"348","Montipora_capitata_HIv3___RNAseq.g14860.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",24961,"Montipora_capitata_HIv3___Scaffold_9_617967",183,-28.98,"88.89%","94.44%",-0.723874530736566,0.0303806734992679
"349","Montipora_capitata_HIv3___RNAseq.g34804.t1","GO:0016042","lipid catabolic process",228,7,7.31,0.0256,"Biological Processes",24453,"Montipora_capitata_HIv3___Scaffold_9_613239",158,-20.21,"68.42%","84.21%",-0.768315825863776,0.0307017543859649
"350","Montipora_capitata_HIv3___RNAseq.g34804.t1","GO:0031344","regulation of cell projection organization",638,18,20.46,0.01992,"Biological Processes",24453,"Montipora_capitata_HIv3___Scaffold_9_613239",158,-20.21,"68.42%","84.21%",-0.768315825863776,0.0282131661442006
"351","Montipora_capitata_HIv3___RNAseq.g34804.t1","GO:0034440","lipid oxidation",85,5,2.73,0.003,"Biological Processes",24453,"Montipora_capitata_HIv3___Scaffold_9_613239",158,-20.21,"68.42%","84.21%",-0.768315825863776,0.0588235294117647
"352","Montipora_capitata_HIv3___TS.g8942.t2","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",24924,"Montipora_capitata_HIv3___Scaffold_9_613239",156,-31.07,"64.00%","76.00%",-0.796090751626803,0.0303806734992679
"353","Montipora_capitata_HIv3___TS.g14678.t1","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",6830,"Montipora_capitata_HIv3___Scaffold_13_954675",142,-20.03,"60.00%","86.67%",-0.788309522356237,0.0411522633744856
"354","Montipora_capitata_HIv3___TS.g14678.t1","GO:0019060","intracellular transport of viral protein in host ce...",1,1,0.03,0.03207,"Biological Processes",6830,"Montipora_capitata_HIv3___Scaffold_13_954675",142,-20.03,"60.00%","86.67%",-0.788309522356237,1
"355","Montipora_capitata_HIv3___TS.g14678.t1","GO:0031344","regulation of cell projection organization",638,18,20.46,0.01992,"Biological Processes",6830,"Montipora_capitata_HIv3___Scaffold_13_954675",142,-20.03,"60.00%","86.67%",-0.788309522356237,0.0282131661442006
"356","Montipora_capitata_HIv3___TS.g14678.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",6830,"Montipora_capitata_HIv3___Scaffold_13_954675",142,-20.03,"60.00%","86.67%",-0.788309522356237,0.0303806734992679
"357","Montipora_capitata_HIv3___TS.g26688.t1a","GO:0006325","chromatin organization",705,33,22.61,0.00092,"Biological Processes",25204,"Montipora_capitata_HIv3___Scaffold_9_617967",153,-21.26,"68.75%","81.25%",-0.900564536375218,0.0468085106382979
"358","Montipora_capitata_HIv3___TS.g26688.t1a","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",25204,"Montipora_capitata_HIv3___Scaffold_9_617967",153,-21.26,"68.75%","81.25%",-0.900564536375218,0.0411522633744856
"359","Montipora_capitata_HIv3___TS.g26688.t1a","GO:0007141","male meiosis I",28,4,0.9,0.01156,"Biological Processes",25204,"Montipora_capitata_HIv3___Scaffold_9_617967",153,-21.26,"68.75%","81.25%",-0.900564536375218,0.142857142857143
"360","Montipora_capitata_HIv3___TS.g26688.t1a","GO:0051276","chromosome organization",1049,42,33.64,0.00083,"Biological Processes",25204,"Montipora_capitata_HIv3___Scaffold_9_617967",153,-21.26,"68.75%","81.25%",-0.900564536375218,0.0400381315538608
"361","Montipora_capitata_HIv3___RNAseq.g6177.t1","GO:0003139","secondary heart field specification",6,2,0.19,0.01412,"Biological Processes",9580,"Montipora_capitata_HIv3___Scaffold_2_124999",153,-20.49,"61.29%","67.74%",-0.765819991928631,0.333333333333333
"362","Montipora_capitata_HIv3___RNAseq.g6177.t1","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",9580,"Montipora_capitata_HIv3___Scaffold_2_124999",153,-20.49,"61.29%","67.74%",-0.765819991928631,0.0411522633744856
"363","Montipora_capitata_HIv3___RNAseq.g6177.t1","GO:0045859","regulation of protein kinase activity",525,24,16.84,0.01518,"Biological Processes",9580,"Montipora_capitata_HIv3___Scaffold_2_124999",153,-20.49,"61.29%","67.74%",-0.765819991928631,0.0457142857142857
"364","Montipora_capitata_HIv3___RNAseq.g6177.t1","GO:0051276","chromosome organization",1049,42,33.64,0.00083,"Biological Processes",9580,"Montipora_capitata_HIv3___Scaffold_2_124999",153,-20.49,"61.29%","67.74%",-0.765819991928631,0.0400381315538608
"365","Montipora_capitata_HIv3___RNAseq.g6177.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",9580,"Montipora_capitata_HIv3___Scaffold_2_124999",153,-20.49,"61.29%","67.74%",-0.765819991928631,0.0303806734992679
"366","Montipora_capitata_HIv3___RNAseq.g6177.t1","GO:0090244","Wnt signaling pathway involved in somitogenesis",6,2,0.19,0.01412,"Biological Processes",9580,"Montipora_capitata_HIv3___Scaffold_2_124999",153,-20.49,"61.29%","67.74%",-0.765819991928631,0.333333333333333
"367","Montipora_capitata_HIv3___RNAseq.g15880.t1b","GO:0060041","retina development in camera-type eye",174,9,5.58,0.0202,"Biological Processes",13300,"Montipora_capitata_HIv3___Scaffold_5_307262",148,-20.64,"63.16%","68.42%",-0.878528580505011,0.0517241379310345
"368","Montipora_capitata_HIv3___RNAseq.g46378.t1","GO:0016042","lipid catabolic process",228,7,7.31,0.0256,"Biological Processes",13021,"Montipora_capitata_HIv3___Scaffold_4_264216",142,-21.59,"63.16%","68.42%",-0.741460890864615,0.0307017543859649
"369","Montipora_capitata_HIv3___RNAseq.g46378.t1","GO:0032496","response to lipopolysaccharide",223,12,7.15,0.00657,"Biological Processes",13021,"Montipora_capitata_HIv3___Scaffold_4_264216",142,-21.59,"63.16%","68.42%",-0.741460890864615,0.0538116591928251
"370","Montipora_capitata_HIv3___RNAseq.g18468.t1","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",6231,"Montipora_capitata_HIv3___Scaffold_13_954675",152,-21.05,"85.71%","85.71%",-0.757651020482978,0.0411522633744856
"371","Montipora_capitata_HIv3___RNAseq.g18468.t1","GO:0008360","regulation of cell shape",119,8,3.82,0.01906,"Biological Processes",6231,"Montipora_capitata_HIv3___Scaffold_13_954675",152,-21.05,"85.71%","85.71%",-0.757651020482978,0.0672268907563025
"372","Montipora_capitata_HIv3___RNAseq.g18468.t1","GO:0031344","regulation of cell projection organization",638,18,20.46,0.01992,"Biological Processes",6231,"Montipora_capitata_HIv3___Scaffold_13_954675",152,-21.05,"85.71%","85.71%",-0.757651020482978,0.0282131661442006
"373","Montipora_capitata_HIv3___RNAseq.g8937.t1","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",7396,"Montipora_capitata_HIv3___Scaffold_14_1018693",159,-21.64,"71.43%","76.19%",-0.770448794264292,0.0411522633744856
"374","Montipora_capitata_HIv3___RNAseq.g44370.t1","GO:0010142","farnesyl diphosphate biosynthetic process, mevalona...",1,1,0.03,0.03207,"Biological Processes",10440,"Montipora_capitata_HIv3___Scaffold_2_67225",149,-20.38,"66.67%","76.19%",-0.880663948735264,1
"375","Montipora_capitata_HIv3___RNAseq.g44370.t1","GO:0010666","positive regulation of cardiac muscle cell apoptoti...",8,2,0.26,0.02526,"Biological Processes",10440,"Montipora_capitata_HIv3___Scaffold_2_67225",149,-20.38,"66.67%","76.19%",-0.880663948735264,0.25
"376","Montipora_capitata_HIv3___RNAseq.g44370.t1","GO:0045859","regulation of protein kinase activity",525,24,16.84,0.01518,"Biological Processes",10440,"Montipora_capitata_HIv3___Scaffold_2_67225",149,-20.38,"66.67%","76.19%",-0.880663948735264,0.0457142857142857
"377","Montipora_capitata_HIv3___RNAseq.g44370.t1","GO:0050796","regulation of insulin secretion",145,10,4.65,0.00539,"Biological Processes",10440,"Montipora_capitata_HIv3___Scaffold_2_67225",149,-20.38,"66.67%","76.19%",-0.880663948735264,0.0689655172413793
"378","Montipora_capitata_HIv3___RNAseq.g47143.t1","GO:0051276","chromosome organization",1049,42,33.64,0.00083,"Biological Processes",25138,"Montipora_capitata_HIv3___Scaffold_9_617967",147,-20.52,"83.33%","91.67%",-0.901771569460991,0.0400381315538608
"379","Montipora_capitata_HIv3___RNAseq.g47143.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",25138,"Montipora_capitata_HIv3___Scaffold_9_617967",147,-20.52,"83.33%","91.67%",-0.901771569460991,0.0303806734992679
"380","Montipora_capitata_HIv3___RNAseq.g30433.t1","GO:0045859","regulation of protein kinase activity",525,24,16.84,0.01518,"Biological Processes",15135,"Montipora_capitata_HIv3___Scaffold_6_400996",155,-21.89,"68.18%","77.27%",-0.948113732678176,0.0457142857142857
"381","Montipora_capitata_HIv3___RNAseq.g37300.t1","GO:0006325","chromatin organization",705,33,22.61,0.00092,"Biological Processes",13433,"Montipora_capitata_HIv3___Scaffold_5_307262",157,-22.73,"77.78%","77.78%",-0.701279489209315,0.0468085106382979
"382","Montipora_capitata_HIv3___RNAseq.g37300.t1","GO:0051276","chromosome organization",1049,42,33.64,0.00083,"Biological Processes",13433,"Montipora_capitata_HIv3___Scaffold_5_307262",157,-22.73,"77.78%","77.78%",-0.701279489209315,0.0400381315538608
"383","Montipora_capitata_HIv3___RNAseq.g29530.t1","GO:0006325","chromatin organization",705,33,22.61,0.00092,"Biological Processes",9895,"Montipora_capitata_HIv3___Scaffold_2_64557",152,-23.46,"68.18%","68.18%",-0.910506806996759,0.0468085106382979
"384","Montipora_capitata_HIv3___RNAseq.g29530.t1","GO:0051276","chromosome organization",1049,42,33.64,0.00083,"Biological Processes",9895,"Montipora_capitata_HIv3___Scaffold_2_64557",152,-23.46,"68.18%","68.18%",-0.910506806996759,0.0400381315538608
"385","Montipora_capitata_HIv3___RNAseq.g19882.t1","GO:0000451","rRNA 2'-O-methylation",1,1,0.03,0.03207,"Biological Processes",24981,"Montipora_capitata_HIv3___Scaffold_9_617967",143,-20.22,"60.00%","70.00%",-0.771995508427944,1
"386","Montipora_capitata_HIv3___RNAseq.g47573.t1","GO:0032927","positive regulation of activin receptor signaling p...",8,2,0.26,0.02526,"Biological Processes",25140,"Montipora_capitata_HIv3___Scaffold_9_617967",156,-22.57,"76.19%","80.95%",-0.943466583202504,0.25
"387","Montipora_capitata_HIv3___RNAseq.g47573.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",25140,"Montipora_capitata_HIv3___Scaffold_9_617967",156,-22.57,"76.19%","80.95%",-0.943466583202504,0.0303806734992679
"388","Montipora_capitata_HIv3___TS.g11355.t2","GO:0043171","peptide catabolic process",22,3,0.71,0.03203,"Biological Processes",1277,"Montipora_capitata_HIv3___Scaffold_10_667068",151,-26.02,"66.67%","66.67%",-0.760041388947643,0.136363636363636
"389","Montipora_capitata_HIv3___TS.g11355.t2","GO:2000192","negative regulation of fatty acid transport",9,3,0.29,0.03188,"Biological Processes",1277,"Montipora_capitata_HIv3___Scaffold_10_667068",151,-26.02,"66.67%","66.67%",-0.760041388947643,0.333333333333333
"390","Montipora_capitata_HIv3___TS.g40377.t2c","GO:0030708","germarium-derived female germ-line cyst encapsulati...",9,2,0.29,0.03179,"Biological Processes",17196,"Montipora_capitata_HIv3___Scaffold_7_456843",160,-20.38,"76.47%","88.24%",-0.78702900352815,0.222222222222222
"391","Montipora_capitata_HIv3___RNAseq.g39838.t1","GO:0001964","startle response",32,4,1.03,0.03184,"Biological Processes",24542,"Montipora_capitata_HIv3___Scaffold_9_613239",164,-22.97,"76.19%","76.19%",-0.888345748389479,0.125
"392","Montipora_capitata_HIv3___RNAseq.g39838.t1","GO:0050796","regulation of insulin secretion",145,10,4.65,0.00539,"Biological Processes",24542,"Montipora_capitata_HIv3___Scaffold_9_613239",164,-22.97,"76.19%","76.19%",-0.888345748389479,0.0689655172413793
"393","Montipora_capitata_HIv3___RNAseq.g39838.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",24542,"Montipora_capitata_HIv3___Scaffold_9_613239",164,-22.97,"76.19%","76.19%",-0.888345748389479,0.0303806734992679
"394","Montipora_capitata_HIv3___RNAseq.g33914.t1","GO:0032496","response to lipopolysaccharide",223,12,7.15,0.00657,"Biological Processes",16161,"Montipora_capitata_HIv3___Scaffold_6_439094",173,-23.78,"81.25%","100.00%",-0.895411227093336,0.0538116591928251
"395","Montipora_capitata_HIv3___RNAseq.g13023.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",9278,"Montipora_capitata_HIv3___Scaffold_2_124999",175,-21.42,"68.18%","86.36%",-0.714018870920354,0.0303806734992679
"396","Montipora_capitata_HIv3___RNAseq.g27852.t1","GO:0019100","male germ-line sex determination",7,2,0.22,0.01935,"Biological Processes",16722,"Montipora_capitata_HIv3___Scaffold_7_456843",160,-20.54,"66.67%","80.95%",-0.962795260882789,0.285714285714286
"397","Montipora_capitata_HIv3___RNAseq.g27852.t1","GO:0045859","regulation of protein kinase activity",525,24,16.84,0.01518,"Biological Processes",16722,"Montipora_capitata_HIv3___Scaffold_7_456843",160,-20.54,"66.67%","80.95%",-0.962795260882789,0.0457142857142857
"398","Montipora_capitata_HIv3___RNAseq.g14486.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",9760,"Montipora_capitata_HIv3___Scaffold_2_64557",148,-20.18,"57.69%","73.08%",-0.77539286611492,0.0303806734992679
"399","Montipora_capitata_HIv3___RNAseq.g20865.t1","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",3605,"Montipora_capitata_HIv3___Scaffold_11_841599",176,-30.96,"78.95%","89.47%",-0.71611936672703,0.0411522633744856
"400","Montipora_capitata_HIv3___RNAseq.g20865.t1","GO:0045736","negative regulation of cyclin-dependent protein ser...",17,5,0.55,0.00015,"Biological Processes",3605,"Montipora_capitata_HIv3___Scaffold_11_841599",176,-30.96,"78.95%","89.47%",-0.71611936672703,0.294117647058824
"401","Montipora_capitata_HIv3___RNAseq.g20865.t1","GO:0045859","regulation of protein kinase activity",525,24,16.84,0.01518,"Biological Processes",3605,"Montipora_capitata_HIv3___Scaffold_11_841599",176,-30.96,"78.95%","89.47%",-0.71611936672703,0.0457142857142857
"402","Montipora_capitata_HIv3___RNAseq.g20865.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",3605,"Montipora_capitata_HIv3___Scaffold_11_841599",176,-30.96,"78.95%","89.47%",-0.71611936672703,0.0303806734992679
"403","Montipora_capitata_HIv3___RNAseq.g20865.t1","GO:0060283","negative regulation of oocyte development",8,2,0.26,0.02526,"Biological Processes",3605,"Montipora_capitata_HIv3___Scaffold_11_841599",176,-30.96,"78.95%","89.47%",-0.71611936672703,0.25
"404","Montipora_capitata_HIv3___RNAseq.g20865.t1","GO:0060631","regulation of meiosis I",15,3,0.48,0.01405,"Biological Processes",3605,"Montipora_capitata_HIv3___Scaffold_11_841599",176,-30.96,"78.95%","89.47%",-0.71611936672703,0.2
"405","Montipora_capitata_HIv3___RNAseq.g20865.t1","GO:1905880","negative regulation of oogenesis",11,3,0.35,0.00445,"Biological Processes",3605,"Montipora_capitata_HIv3___Scaffold_11_841599",176,-30.96,"78.95%","89.47%",-0.71611936672703,0.272727272727273
"406","Montipora_capitata_HIv3___RNAseq.10831_t","GO:0043171","peptide catabolic process",22,3,0.71,0.03203,"Biological Processes",1398,"Montipora_capitata_HIv3___Scaffold_10_729473",157,-26.8,"70.00%","85.00%",-0.881722219952282,0.136363636363636
"407","Montipora_capitata_HIv3___RNAseq.10831_t","GO:0043171","peptide catabolic process",22,3,0.71,0.03203,"Biological Processes",2653,"Montipora_capitata_HIv3___Scaffold_11_826703",157,-26.8,"70.00%","85.00%",-0.881722219952282,0.136363636363636
"408","Montipora_capitata_HIv3___RNAseq.10831_t","GO:0043171","peptide catabolic process",22,3,0.71,0.03203,"Biological Processes",8492,"Montipora_capitata_HIv3___Scaffold_151_1075760",157,-26.8,"70.00%","85.00%",-0.881722219952282,0.136363636363636
"409","Montipora_capitata_HIv3___RNAseq.g28212.t1","GO:0007141","male meiosis I",28,4,0.9,0.01156,"Biological Processes",9888,"Montipora_capitata_HIv3___Scaffold_2_64557",145,-22.88,"100.00%","100.00%",-0.876089737804899,0.142857142857143
"410","Montipora_capitata_HIv3___TS.g5372.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",24915,"Montipora_capitata_HIv3___Scaffold_9_613239",145,-23.07,"100.00%","100.00%",-0.839247560763303,0.0303806734992679
"411","Montipora_capitata_HIv3___RNAseq.29237_t","GO:0032927","positive regulation of activin receptor signaling p...",8,2,0.26,0.02526,"Biological Processes",18088,"Montipora_capitata_HIv3___Scaffold_8_508613",149,-22.27,"59.09%","72.73%",-0.751366284088074,0.25
"412","Montipora_capitata_HIv3___RNAseq.29237_t","GO:0050796","regulation of insulin secretion",145,10,4.65,0.00539,"Biological Processes",18088,"Montipora_capitata_HIv3___Scaffold_8_508613",149,-22.27,"59.09%","72.73%",-0.751366284088074,0.0689655172413793
"413","Montipora_capitata_HIv3___RNAseq.29237_t","GO:0060395","SMAD protein signal transduction",47,8,1.51,1e-04,"Biological Processes",18088,"Montipora_capitata_HIv3___Scaffold_8_508613",149,-22.27,"59.09%","72.73%",-0.751366284088074,0.170212765957447
"414","Montipora_capitata_HIv3___RNAseq.g16019.t1","GO:0016042","lipid catabolic process",228,7,7.31,0.0256,"Biological Processes",10676,"Montipora_capitata_HIv3___Scaffold_2_71488",151,-20.98,"70.59%","82.35%",-0.80099050447859,0.0307017543859649
"415","Montipora_capitata_HIv3___RNAseq.g16019.t1","GO:0034440","lipid oxidation",85,5,2.73,0.003,"Biological Processes",10676,"Montipora_capitata_HIv3___Scaffold_2_71488",151,-20.98,"70.59%","82.35%",-0.80099050447859,0.0588235294117647
"416","Montipora_capitata_HIv3___RNAseq.g21376.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",1543,"Montipora_capitata_HIv3___Scaffold_10_729473",160,-27.45,"75.00%","85.00%",-0.770305776596435,0.0303806734992679
"417","Montipora_capitata_HIv3___RNAseq.g21376.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",2798,"Montipora_capitata_HIv3___Scaffold_11_826703",160,-27.45,"75.00%","85.00%",-0.770305776596435,0.0303806734992679
"418","Montipora_capitata_HIv3___RNAseq.g21376.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",8637,"Montipora_capitata_HIv3___Scaffold_151_1075760",160,-27.45,"75.00%","85.00%",-0.770305776596435,0.0303806734992679
"419","Montipora_capitata_HIv3___RNAseq.g44915.t1","GO:0006325","chromatin organization",705,33,22.61,0.00092,"Biological Processes",4120,"Montipora_capitata_HIv3___Scaffold_11_841599",197,-42.19,"95.00%","95.00%",-0.759067646918866,0.0468085106382979
"420","Montipora_capitata_HIv3___RNAseq.g44915.t1","GO:0051276","chromosome organization",1049,42,33.64,0.00083,"Biological Processes",4120,"Montipora_capitata_HIv3___Scaffold_11_841599",197,-42.19,"95.00%","95.00%",-0.759067646918866,0.0400381315538608
"421","Montipora_capitata_HIv3___RNAseq.g44915.t1","GO:0070828","heterochromatin organization",37,4,1.19,0.02982,"Biological Processes",4120,"Montipora_capitata_HIv3___Scaffold_11_841599",197,-42.19,"95.00%","95.00%",-0.759067646918866,0.108108108108108
"422","Montipora_capitata_HIv3___RNAseq.g14345.t1","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",25264,"Montipora_capitata_HIv3___Scaffold_9_625013",151,-20.88,"75.00%","81.25%",-0.713752395642751,0.0411522633744856
"423","Montipora_capitata_HIv3___RNAseq.g14345.t1","GO:0045859","regulation of protein kinase activity",525,24,16.84,0.01518,"Biological Processes",25264,"Montipora_capitata_HIv3___Scaffold_9_625013",151,-20.88,"75.00%","81.25%",-0.713752395642751,0.0457142857142857
"424","Montipora_capitata_HIv3___RNAseq.g14345.t1","GO:0051276","chromosome organization",1049,42,33.64,0.00083,"Biological Processes",25264,"Montipora_capitata_HIv3___Scaffold_9_625013",151,-20.88,"75.00%","81.25%",-0.713752395642751,0.0400381315538608
"425","Montipora_capitata_HIv3___RNAseq.g14345.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",25264,"Montipora_capitata_HIv3___Scaffold_9_625013",151,-20.88,"75.00%","81.25%",-0.713752395642751,0.0303806734992679
"426","Montipora_capitata_HIv3___RNAseq.g14345.t1","GO:0099606","microtubule plus-end directed mitotic chromosome mi...",1,1,0.03,0.03207,"Biological Processes",25264,"Montipora_capitata_HIv3___Scaffold_9_625013",151,-20.88,"75.00%","81.25%",-0.713752395642751,1
"427","Montipora_capitata_HIv3___RNAseq.g14345.t1","GO:0099607","lateral attachment of mitotic spindle microtubules ...",1,1,0.03,0.03207,"Biological Processes",25264,"Montipora_capitata_HIv3___Scaffold_9_625013",151,-20.88,"75.00%","81.25%",-0.713752395642751,1
"428","Montipora_capitata_HIv3___RNAseq.g22827.t1","GO:0001964","startle response",32,4,1.03,0.03184,"Biological Processes",12873,"Montipora_capitata_HIv3___Scaffold_4_264216",155,-20.8,"70.00%","75.00%",-0.851962442085055,0.125
"429","Montipora_capitata_HIv3___RNAseq.g22827.t1","GO:0009270","response to humidity",1,1,0.03,0.03207,"Biological Processes",12873,"Montipora_capitata_HIv3___Scaffold_4_264216",155,-20.8,"70.00%","75.00%",-0.851962442085055,1
"430","Montipora_capitata_HIv3___RNAseq.g22827.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",12873,"Montipora_capitata_HIv3___Scaffold_4_264216",155,-20.8,"70.00%","75.00%",-0.851962442085055,0.0303806734992679
"431","Montipora_capitata_HIv3___RNAseq.g47654.t1","GO:0051276","chromosome organization",1049,42,33.64,0.00083,"Biological Processes",16977,"Montipora_capitata_HIv3___Scaffold_7_456843",156,-21.51,"61.90%","80.95%",-0.859591407211331,0.0400381315538608
"432","Montipora_capitata_HIv3___RNAseq.g47654.t1","GO:0051276","chromosome organization",1049,42,33.64,0.00083,"Biological Processes",16978,"Montipora_capitata_HIv3___Scaffold_7_456843",158,-20.13,"66.67%","85.71%",-0.859591407211331,0.0400381315538608
"433","Montipora_capitata_HIv3___RNAseq.g47102.t1","GO:0031344","regulation of cell projection organization",638,18,20.46,0.01992,"Biological Processes",2523,"Montipora_capitata_HIv3___Scaffold_11_801837",164,-21.4,"73.68%","78.95%",-0.749404490594546,0.0282131661442006
"434","Montipora_capitata_HIv3___RNAseq.g26675.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",17721,"Montipora_capitata_HIv3___Scaffold_8_508612",145,-21.78,"60.00%","65.00%",-0.927520714210073,0.0303806734992679
"435","Montipora_capitata_HIv3___RNAseq.g49322.t1","GO:0051641","cellular localization",2732,83,87.62,0.01931,"Biological Processes",24668,"Montipora_capitata_HIv3___Scaffold_9_613239",150,-20.69,"57.14%","71.43%",-0.925728039361661,0.0303806734992679
"436","Montipora_capitata_HIv3___RNAseq.g49322.t1","GO:0071548","response to dexamethasone",36,5,1.15,0.00903,"Biological Processes",24668,"Montipora_capitata_HIv3___Scaffold_9_613239",150,-20.69,"57.14%","71.43%",-0.925728039361661,0.138888888888889
"437","Montipora_capitata_HIv3___RNAseq.g36059.t1b","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",1750,"Montipora_capitata_HIv3___Scaffold_10_729473",183,-39.6,"88.89%","94.44%",-0.785034114289975,0.0411522633744856
"438","Montipora_capitata_HIv3___RNAseq.g36059.t1b","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",3005,"Montipora_capitata_HIv3___Scaffold_11_826703",183,-39.6,"88.89%","94.44%",-0.785034114289975,0.0411522633744856
"439","Montipora_capitata_HIv3___RNAseq.g36059.t1b","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",8844,"Montipora_capitata_HIv3___Scaffold_151_1075760",183,-39.6,"88.89%","94.44%",-0.785034114289975,0.0411522633744856
"440","Montipora_capitata_HIv3___RNAseq.g36059.t1b","GO:0007010","cytoskeleton organization",972,40,31.17,0.01676,"Biological Processes",12953,"Montipora_capitata_HIv3___Scaffold_4_264216",167,-24.12,"77.78%","83.33%",-0.76749905942054,0.0411522633744856
"441","Montipora_capitata_HIv3___RNAseq.g34375.t1","GO:0034440","lipid oxidation",85,5,2.73,0.003,"Biological Processes",14730,"Montipora_capitata_HIv3___Scaffold_5_375083",155,-21.21,"78.57%","85.71%",-0.830205818992459,0.0588235294117647
